Ilosc krawedzi 306 Ilosc wierzcholkow 50 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
2	1586		2<-40<-13<-31<-7
3	1731		3<-4<-49<-17<-16<-31<-7
4	1529		4<-49<-17<-16<-31<-7
5	2596		5<-44<-32<-7
6	1671		6<-49<-17<-16<-31<-7
7	0		7
8	2096		8<-35<-9<-31<-7
9	958		9<-31<-7
10	1084		10<-26<-41<-31<-7
11	2210		11<-45<-40<-13<-31<-7
12	1869		12<-33<-45<-40<-13<-31<-7
13	1027		13<-31<-7
14	1391		14<-13<-31<-7
15	3329		15<-41<-31<-7
16	1048		16<-31<-7
17	1278		17<-16<-31<-7
18	1530		18<-17<-16<-31<-7
19	2295		19<-45<-40<-13<-31<-7
20	1768		20<-39<-38<-16<-31<-7
21	1574		21<-49<-17<-16<-31<-7
22	2010		22<-33<-45<-40<-13<-31<-7
23	1961		23<-43<-32<-7
24	1724		24<-43<-32<-7
25	1945		25<-45<-40<-13<-31<-7
26	1056		26<-41<-31<-7
27	2011		27<-16<-31<-7
28	1453		28<-16<-31<-7
29	1721		29<-13<-31<-7
30	1814		30<-31<-7
31	800		31<-7
32	1340		32<-7
33	1665		33<-45<-40<-13<-31<-7
34	1725		34<-21<-49<-17<-16<-31<-7
35	1022		35<-9<-31<-7
36	1299		36<-13<-31<-7
37	1119		37<-41<-31<-7
38	1185		38<-16<-31<-7
39	1318		39<-38<-16<-31<-7
40	1163		40<-13<-31<-7
41	969		41<-31<-7
42	2053		42<-18<-17<-16<-31<-7
43	1532		43<-32<-7
44	1893		44<-32<-7
45	1244		45<-40<-13<-31<-7
46	1831		46<-32<-7
47	2094		47<-3<-4<-49<-17<-16<-31<-7
48	1821		48<-21<-49<-17<-16<-31<-7
49	1507		49<-17<-16<-31<-7
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	816		0<-38<-5
1	787		1<-26<-11<-38<-5
2	286		2<-28<-38<-5
3	580		3<-43<-38<-5
4	1247		4<-32<-42<-38<-5
5	0		5
6	1378		6<-30<-26<-11<-38<-5
7	1407		7<-32<-42<-38<-5
8	1364		8<-35<-26<-11<-38<-5
9	1505		9<-48<-26<-11<-38<-5
10	1498		10<-48<-26<-11<-38<-5
11	216		11<-38<-5
12	1769		12<-48<-26<-11<-38<-5
13	561		13<-46<-38<-5
14	653		14<-26<-11<-38<-5
15	656		15<-37<-44<-38<-5
16	673		16<-43<-38<-5
17	321		17<-34<-2<-28<-38<-5
18	1159		18<-48<-26<-11<-38<-5
19	1091		19<-45<-38<-5
20	689		20<-45<-38<-5
21	1235		21<-38<-5
22	716		22<-35<-26<-11<-38<-5
23	787		23<-36<-28<-38<-5
24	671		24<-40<-43<-38<-5
25	1137		25<-45<-38<-5
26	442		26<-11<-38<-5
27	1552		27<-49<-11<-38<-5
28	189		28<-38<-5
29	547		29<-17<-34<-2<-28<-38<-5
30	957		30<-26<-11<-38<-5
31	986		31<-38<-5
32	826		32<-42<-38<-5
33	800		33<-29<-17<-34<-2<-28<-38<-5
34	291		34<-2<-28<-38<-5
35	626		35<-26<-11<-38<-5
36	785		36<-28<-38<-5
37	582		37<-44<-38<-5
38	18		38<-5
39	883		39<-37<-44<-38<-5
40	521		40<-43<-38<-5
41	617		41<-38<-5
42	170		42<-38<-5
43	303		43<-38<-5
44	230		44<-38<-5
45	316		45<-38<-5
46	432		46<-38<-5
47	718		47<-20<-45<-38<-5
48	664		48<-26<-11<-38<-5
49	659		49<-11<-38<-5
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	4259		0<-46<-20<-44<-12
1	1197		1<-44<-12
2	1748		2<-48<-12
3	2499		3<-30<-39<-14<-35<-46<-20<-44<-12
4	1989		4<-27<-26<-28<-12
5	1573		5<-34<-20<-44<-12
6	2227		6<-29<-45<-12
7	1536		7<-44<-12
8	1450		8<-36<-35<-46<-20<-44<-12
9	1531		9<-45<-12
10	1969		10<-41<-46<-20<-44<-12
11	1557		11<-33<-39<-14<-35<-46<-20<-44<-12
12	0		12
13	1576		13<-33<-39<-14<-35<-46<-20<-44<-12
14	1334		14<-35<-46<-20<-44<-12
15	1787		15<-42<-29<-45<-12
16	1879		16<-34<-20<-44<-12
17	1796		17<-46<-20<-44<-12
18	2348		18<-39<-14<-35<-46<-20<-44<-12
19	1356		19<-29<-45<-12
20	730		20<-44<-12
21	1988		21<-49<-29<-45<-12
22	1911		22<-33<-39<-14<-35<-46<-20<-44<-12
23	2501		23<-45<-12
24	1018		24<-46<-20<-44<-12
25	1880		25<-38<-12
26	1366		26<-28<-12
27	1587		27<-26<-28<-12
28	1183		28<-12
29	1249		29<-45<-12
30	1542		30<-39<-14<-35<-46<-20<-44<-12
31	1497		31<-14<-35<-46<-20<-44<-12
32	1853		32<-20<-44<-12
33	1526		33<-39<-14<-35<-46<-20<-44<-12
34	1285		34<-20<-44<-12
35	1066		35<-46<-20<-44<-12
36	1267		36<-35<-46<-20<-44<-12
37	1988		37<-33<-39<-14<-35<-46<-20<-44<-12
38	1733		38<-12
39	1434		39<-14<-35<-46<-20<-44<-12
40	1371		40<-36<-35<-46<-20<-44<-12
41	1457		41<-46<-20<-44<-12
42	1606		42<-29<-45<-12
43	1224		43<-44<-12
44	667		44<-12
45	932		45<-12
46	816		46<-20<-44<-12
47	2165		47<-24<-46<-20<-44<-12
48	1479		48<-12
49	1855		49<-29<-45<-12
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	1713		0<-40<-30<-19<-48<-3<-44<-6
1	975		1<-44<-6
2	2184		2<-47<-44<-6
3	498		3<-44<-6
4	1411		4<-40<-30<-19<-48<-3<-44<-6
5	1694		5<-49<-28<-21<-44<-6
6	0		6
7	2496		7<-30<-19<-48<-3<-44<-6
8	1454		8<-48<-3<-44<-6
9	2054		9<-37<-46<-3<-44<-6
10	1782		10<-47<-44<-6
11	1392		11<-30<-19<-48<-3<-44<-6
12	1676		12<-48<-3<-44<-6
13	1332		13<-44<-6
14	1374		14<-43<-46<-3<-44<-6
15	2783		15<-36<-29<-1<-44<-6
16	1409		16<-37<-46<-3<-44<-6
17	1515		17<-44<-6
18	1540		18<-40<-30<-19<-48<-3<-44<-6
19	945		19<-48<-3<-44<-6
20	1068		20<-29<-1<-44<-6
21	730		21<-44<-6
22	1390		22<-45<-19<-48<-3<-44<-6
23	1458		23<-27<-37<-46<-3<-44<-6
24	1738		24<-42<-33<-6
25	1920		25<-39<-33<-6
26	1760		26<-17<-44<-6
27	1360		27<-37<-46<-3<-44<-6
28	988		28<-21<-44<-6
29	1029		29<-1<-44<-6
30	974		30<-19<-48<-3<-44<-6
31	1730		31<-47<-44<-6
32	1546		32<-48<-3<-44<-6
33	1251		33<-6
34	1614		34<-47<-44<-6
35	1752		35<-30<-19<-48<-3<-44<-6
36	1156		36<-29<-1<-44<-6
37	789		37<-46<-3<-44<-6
38	1588		38<-21<-44<-6
39	1417		39<-33<-6
40	1050		40<-30<-19<-48<-3<-44<-6
41	1081		41<-19<-48<-3<-44<-6
42	1584		42<-33<-6
43	916		43<-46<-3<-44<-6
44	426		44<-6
45	1299		45<-19<-48<-3<-44<-6
46	774		46<-3<-44<-6
47	1342		47<-44<-6
48	613		48<-3<-44<-6
49	1116		49<-28<-21<-44<-6
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 40
Cel	Dystans	Sciezka	
0	1157		0<-27<-35<-40
1	1242		1<-35<-40
2	472		2<-40
3	985		3<-44<-2<-40
4	511		4<-35<-40
5	1422		5<-45<-31<-35<-40
6	1675		6<-47<-2<-40
7	1379		7<-46<-18<-31<-35<-40
8	1653		8<-7<-46<-18<-31<-35<-40
9	805		9<-27<-35<-40
10	1992		10<-32<-49<-47<-2<-40
11	1528		11<-29<-4<-35<-40
12	1394		12<-29<-4<-35<-40
13	1057		13<-40
14	2467		14<-13<-40
15	1353		15<-42<-25<-44<-2<-40
16	1307		16<-42<-25<-44<-2<-40
17	2019		17<-44<-2<-40
18	666		18<-31<-35<-40
19	1775		19<-41<-31<-35<-40
20	1194		20<-27<-35<-40
21	2063		21<-33<-3<-44<-2<-40
22	1433		22<-30<-7<-46<-18<-31<-35<-40
23	2355		23<-42<-25<-44<-2<-40
24	1609		24<-35<-40
25	1037		25<-44<-2<-40
26	1260		26<-2<-40
27	520		27<-35<-40
28	1132		28<-4<-35<-40
29	1088		29<-4<-35<-40
30	1394		30<-7<-46<-18<-31<-35<-40
31	562		31<-35<-40
32	973		32<-49<-47<-2<-40
33	1018		33<-3<-44<-2<-40
34	1582		34<-32<-49<-47<-2<-40
35	358		35<-40
36	658		36<-40
37	1427		37<-4<-35<-40
38	1362		38<-0<-27<-35<-40
39	1499		39<-33<-3<-44<-2<-40
40	0		40
41	935		41<-31<-35<-40
42	1241		42<-25<-44<-2<-40
43	1471		43<-20<-27<-35<-40
44	880		44<-2<-40
45	1122		45<-31<-35<-40
46	765		46<-18<-31<-35<-40
47	812		47<-2<-40
48	985		48<-9<-27<-35<-40
49	845		49<-47<-2<-40
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	1811		0<-29<-45<-24<-41<-12
1	2079		1<-47<-41<-12
2	1521		2<-40<-31<-18<-46<-24<-41<-12
3	1458		3<-47<-41<-12
4	1376		4<-36<-45<-24<-41<-12
5	1559		5<-48<-41<-12
6	1323		6<-35<-48<-41<-12
7	1489		7<-26<-36<-45<-24<-41<-12
8	2400		8<-40<-31<-18<-46<-24<-41<-12
9	1320		9<-31<-18<-46<-24<-41<-12
10	1453		10<-47<-41<-12
11	1942		11<-41<-12
12	0		12
13	1383		13<-48<-41<-12
14	1476		14<-44<-46<-24<-41<-12
15	2017		15<-32<-36<-45<-24<-41<-12
16	1187		16<-28<-48<-41<-12
17	1358		17<-33<-12
18	750		18<-46<-24<-41<-12
19	1155		19<-41<-12
20	1253		20<-28<-48<-41<-12
21	2051		21<-29<-45<-24<-41<-12
22	1452		22<-37<-49<-45<-24<-41<-12
23	1335		23<-41<-12
24	592		24<-41<-12
25	1271		25<-46<-24<-41<-12
26	1398		26<-36<-45<-24<-41<-12
27	1648		27<-16<-28<-48<-41<-12
28	1108		28<-48<-41<-12
29	643		29<-45<-24<-41<-12
30	1511		30<-26<-36<-45<-24<-41<-12
31	1112		31<-18<-46<-24<-41<-12
32	1262		32<-36<-45<-24<-41<-12
33	643		33<-12
34	948		34<-45<-24<-41<-12
35	1212		35<-48<-41<-12
36	669		36<-45<-24<-41<-12
37	1315		37<-49<-45<-24<-41<-12
38	1350		38<-45<-24<-41<-12
39	1498		39<-37<-49<-45<-24<-41<-12
40	1335		40<-31<-18<-46<-24<-41<-12
41	331		41<-12
42	1547		42<-32<-36<-45<-24<-41<-12
43	1236		43<-45<-24<-41<-12
44	1389		44<-46<-24<-41<-12
45	622		45<-24<-41<-12
46	748		46<-24<-41<-12
47	1111		47<-41<-12
48	990		48<-41<-12
49	915		49<-45<-24<-41<-12
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 41
Cel	Dystans	Sciezka	
0	1533		0<-31<-7<-47<-41
1	612		1<-43<-32<-22<-41
2	968		2<-1<-43<-32<-22<-41
3	1133		3<-29<-22<-41
4	1386		4<-34<-35<-41
5	735		5<-41
6	602		6<-30<-22<-41
7	916		7<-47<-41
8	1025		8<-39<-46<-47<-41
9	1476		9<-29<-22<-41
10	856		10<-40<-47<-41
11	948		11<-28<-35<-41
12	1270		12<-46<-47<-41
13	1011		13<-40<-47<-41
14	1123		14<-35<-41
15	498		15<-41
16	1281		16<-48<-11<-28<-35<-41
17	709		17<-41
18	872		18<-43<-32<-22<-41
19	959		19<-35<-41
20	1407		20<-42<-5<-41
21	1087		21<-28<-35<-41
22	156		22<-41
23	1432		23<-43<-32<-22<-41
24	744		24<-46<-47<-41
25	584		25<-40<-47<-41
26	770		26<-33<-41
27	1487		27<-29<-22<-41
28	905		28<-35<-41
29	958		29<-22<-41
30	522		30<-22<-41
31	1079		31<-7<-47<-41
32	598		32<-22<-41
33	501		33<-41
34	660		34<-35<-41
35	528		35<-41
36	763		36<-30<-22<-41
37	972		37<-2<-1<-43<-32<-22<-41
38	834		38<-22<-41
39	934		39<-46<-47<-41
40	563		40<-47<-41
41	0		41
42	1292		42<-5<-41
43	602		43<-32<-22<-41
44	759		44<-33<-41
45	772		45<-40<-47<-41
46	642		46<-47<-41
47	453		47<-41
48	1004		48<-11<-28<-35<-41
49	1595		49<-46<-47<-41
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	276		0<-34<-43<-11
1	945		1<-43<-11
2	1496		2<-42<-28<-13<-43<-11
3	2080		3<-26<-15<-43<-11
4	1080		4<-44<-43<-11
5	600		5<-28<-13<-43<-11
6	782		6<-38<-34<-43<-11
7	792		7<-33<-0<-34<-43<-11
8	1773		8<-49<-27<-33<-0<-34<-43<-11
9	1347		9<-30<-43<-11
10	1439		10<-49<-27<-33<-0<-34<-43<-11
11	0		11
12	458		12<-46<-11
13	365		13<-43<-11
14	1868		14<-26<-15<-43<-11
15	1094		15<-43<-11
16	723		16<-44<-43<-11
17	916		17<-28<-13<-43<-11
18	1384		18<-43<-11
19	1263		19<-43<-11
20	1426		20<-38<-34<-43<-11
21	1150		21<-38<-34<-43<-11
22	874		22<-32<-11
23	1081		23<-33<-0<-34<-43<-11
24	471		24<-46<-11
25	574		25<-33<-0<-34<-43<-11
26	1267		26<-15<-43<-11
27	500		27<-33<-0<-34<-43<-11
28	466		28<-13<-43<-11
29	535		29<-45<-30<-43<-11
30	458		30<-43<-11
31	1166		31<-0<-34<-43<-11
32	810		32<-11
33	425		33<-0<-34<-43<-11
34	156		34<-43<-11
35	1495		35<-10<-49<-27<-33<-0<-34<-43<-11
36	864		36<-33<-0<-34<-43<-11
37	663		37<-27<-33<-0<-34<-43<-11
38	433		38<-34<-43<-11
39	935		39<-11
40	778		40<-37<-27<-33<-0<-34<-43<-11
41	919		41<-28<-13<-43<-11
42	597		42<-28<-13<-43<-11
43	104		43<-11
44	228		44<-43<-11
45	474		45<-30<-43<-11
46	284		46<-11
47	642		47<-38<-34<-43<-11
48	799		48<-24<-46<-11
49	1108		49<-27<-33<-0<-34<-43<-11
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 32
Cel	Dystans	Sciezka	
0	1334		0<-36<-32
1	1736		1<-38<-44<-39<-29<-12<-47<-32
2	1202		2<-47<-32
3	1089		3<-28<-47<-32
4	2437		4<-45<-7<-47<-32
5	1995		5<-40<-14<-45<-7<-47<-32
6	2091		6<-35<-10<-29<-12<-47<-32
7	867		7<-47<-32
8	1946		8<-39<-29<-12<-47<-32
9	1531		9<-29<-12<-47<-32
10	1011		10<-29<-12<-47<-32
11	1303		11<-33<-44<-39<-29<-12<-47<-32
12	218		12<-47<-32
13	1275		13<-39<-29<-12<-47<-32
14	1176		14<-45<-7<-47<-32
15	2024		15<-30<-10<-29<-12<-47<-32
16	2094		16<-15<-30<-10<-29<-12<-47<-32
17	2150		17<-35<-10<-29<-12<-47<-32
18	2242		18<-28<-47<-32
19	705		19<-47<-32
20	1087		20<-47<-32
21	988		21<-47<-32
22	1366		22<-48<-12<-47<-32
23	2415		23<-38<-44<-39<-29<-12<-47<-32
24	1191		24<-30<-10<-29<-12<-47<-32
25	1620		25<-48<-12<-47<-32
26	554		26<-12<-47<-32
27	1778		27<-45<-7<-47<-32
28	837		28<-47<-32
29	896		29<-12<-47<-32
30	1055		30<-10<-29<-12<-47<-32
31	1562		31<-11<-33<-44<-39<-29<-12<-47<-32
32	0		32
33	1201		33<-44<-39<-29<-12<-47<-32
34	1808		34<-33<-44<-39<-29<-12<-47<-32
35	1741		35<-10<-29<-12<-47<-32
36	747		36<-32
37	1438		37<-49<-45<-7<-47<-32
38	1514		38<-44<-39<-29<-12<-47<-32
39	917		39<-29<-12<-47<-32
40	1330		40<-14<-45<-7<-47<-32
41	1320		41<-49<-45<-7<-47<-32
42	1174		42<-20<-47<-32
43	1288		43<-12<-47<-32
44	1133		44<-39<-29<-12<-47<-32
45	876		45<-7<-47<-32
46	1241		46<-39<-29<-12<-47<-32
47	121		47<-32
48	884		48<-12<-47<-32
49	933		49<-45<-7<-47<-32
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	1759		0<-49<-44<-39<-41<-21
1	858		1<-26<-10<-27<-46<-21
2	453		2<-27<-46<-21
3	800		3<-49<-44<-39<-41<-21
4	350		4<-45<-17<-41<-21
5	550		5<-37<-8<-42<-21
6	755		6<-31<-8<-42<-21
7	670		7<-47<-46<-21
8	185		8<-42<-21
9	1149		9<-49<-44<-39<-41<-21
10	547		10<-27<-46<-21
11	793		11<-31<-8<-42<-21
12	1169		12<-31<-8<-42<-21
13	677		13<-37<-8<-42<-21
14	1155		14<-38<-24<-42<-21
15	598		15<-45<-17<-41<-21
16	840		16<-45<-17<-41<-21
17	115		17<-41<-21
18	942		18<-39<-41<-21
19	1924		19<-46<-21
20	1174		20<-35<-49<-44<-39<-41<-21
21	0		21
22	1021		22<-45<-17<-41<-21
23	713		23<-40<-39<-41<-21
24	335		24<-42<-21
25	987		25<-34<-10<-27<-46<-21
26	721		26<-10<-27<-46<-21
27	327		27<-46<-21
28	626		28<-24<-42<-21
29	1223		29<-25<-34<-10<-27<-46<-21
30	693		30<-44<-39<-41<-21
31	498		31<-8<-42<-21
32	299		32<-42<-21
33	1575		33<-16<-45<-17<-41<-21
34	666		34<-10<-27<-46<-21
35	1160		35<-49<-44<-39<-41<-21
36	1314		36<-22<-45<-17<-41<-21
37	379		37<-8<-42<-21
38	1132		38<-24<-42<-21
39	250		39<-41<-21
40	440		40<-39<-41<-21
41	66		41<-21
42	171		42<-21
43	752		43<-5<-37<-8<-42<-21
44	420		44<-39<-41<-21
45	211		45<-17<-41<-21
46	115		46<-21
47	653		47<-46<-21
48	800		48<-11<-31<-8<-42<-21
49	756		49<-44<-39<-41<-21
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 33
Cel	Dystans	Sciezka	
0	596		0<-33
1	983		1<-33
2	604		2<-41<-33
3	775		3<-46<-7<-36<-41<-33
4	1525		4<-40<-36<-41<-33
5	506		5<-33
6	1025		6<-30<-5<-33
7	376		7<-36<-41<-33
8	494		8<-41<-33
9	585		9<-31<-41<-33
10	1272		10<-41<-33
11	467		11<-31<-41<-33
12	2066		12<-37<-11<-31<-41<-33
13	1467		13<-47<-39<-23<-41<-33
14	1340		14<-42<-11<-31<-41<-33
15	762		15<-36<-41<-33
16	843		16<-33
17	1492		17<-48<-7<-36<-41<-33
18	621		18<-29<-23<-41<-33
19	1023		19<-31<-41<-33
20	643		20<-41<-33
21	874		21<-30<-5<-33
22	692		22<-23<-41<-33
23	260		23<-41<-33
24	381		24<-36<-41<-33
25	609		25<-31<-41<-33
26	760		26<-0<-33
27	970		27<-9<-31<-41<-33
28	557		28<-8<-41<-33
29	544		29<-23<-41<-33
30	862		30<-5<-33
31	178		31<-41<-33
32	1802		32<-34<-36<-41<-33
33	0		33
34	873		34<-36<-41<-33
35	804		35<-15<-36<-41<-33
36	263		36<-41<-33
37	1036		37<-11<-31<-41<-33
38	893		38<-23<-41<-33
39	826		39<-23<-41<-33
40	811		40<-36<-41<-33
41	93		41<-33
42	734		42<-11<-31<-41<-33
43	1347		43<-35<-15<-36<-41<-33
44	426		44<-36<-41<-33
45	708		45<-41<-33
46	699		46<-7<-36<-41<-33
47	1241		47<-39<-23<-41<-33
48	540		48<-7<-36<-41<-33
49	772		49<-8<-41<-33
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	1637		0<-39<-49<-23
1	2569		1<-30<-5<-47<-23
2	2899		2<-33<-45<-49<-23
3	1951		3<-4<-26<-42<-18<-35<-49<-23
4	1830		4<-26<-42<-18<-35<-49<-23
5	1582		5<-47<-23
6	1533		6<-49<-23
7	2422		7<-42<-18<-35<-49<-23
8	2867		8<-46<-5<-47<-23
9	2533		9<-40<-34<-24<-23
10	2269		10<-35<-49<-23
11	2197		11<-46<-5<-47<-23
12	2744		12<-11<-46<-5<-47<-23
13	1808		13<-36<-49<-23
14	1768		14<-47<-23
15	2306		15<-46<-5<-47<-23
16	1923		16<-39<-49<-23
17	1910		17<-44<-46<-5<-47<-23
18	1478		18<-35<-49<-23
19	2056		19<-36<-49<-23
20	2066		20<-33<-45<-49<-23
21	2125		21<-44<-46<-5<-47<-23
22	2301		22<-43<-34<-24<-23
23	0		23
24	1711		24<-23
25	1814		25<-42<-18<-35<-49<-23
26	1749		26<-42<-18<-35<-49<-23
27	2588		27<-13<-36<-49<-23
28	2071		28<-19<-36<-49<-23
29	2114		29<-36<-49<-23
30	2182		30<-5<-47<-23
31	1940		31<-32<-49<-23
32	1330		32<-49<-23
33	1983		33<-45<-49<-23
34	1910		34<-24<-23
35	1324		35<-49<-23
36	1507		36<-49<-23
37	2226		37<-49<-23
38	2858		38<-47<-23
39	1403		39<-49<-23
40	2024		40<-34<-24<-23
41	1769		41<-47<-23
42	1520		42<-18<-35<-49<-23
43	1954		43<-34<-24<-23
44	1774		44<-46<-5<-47<-23
45	1669		45<-49<-23
46	1676		46<-5<-47<-23
47	1098		47<-23
48	1930		48<-44<-46<-5<-47<-23
49	906		49<-23
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	1501		0<-29<-18<-36<-33<-25
1	1108		1<-41<-36<-33<-25
2	1048		2<-41<-36<-33<-25
3	1335		3<-26<-33<-25
4	1379		4<-29<-18<-36<-33<-25
5	1723		5<-31<-26<-33<-25
6	872		6<-36<-33<-25
7	1036		7<-49<-25
8	1141		8<-48<-44<-14<-35<-25
9	2192		9<-10<-44<-14<-35<-25
10	895		10<-44<-14<-35<-25
11	995		11<-49<-25
12	878		12<-13<-35<-25
13	730		13<-35<-25
14	731		14<-35<-25
15	1526		15<-32<-26<-33<-25
16	1517		16<-42<-6<-36<-33<-25
17	1731		17<-39<-45<-14<-35<-25
18	764		18<-36<-33<-25
19	1225		19<-49<-25
20	957		20<-33<-25
21	1685		21<-39<-45<-14<-35<-25
22	1384		22<-33<-25
23	1730		23<-36<-33<-25
24	1329		24<-35<-25
25	0		25
26	461		26<-33<-25
27	1758		27<-36<-33<-25
28	1433		28<-40<-11<-49<-25
29	1265		29<-18<-36<-33<-25
30	1088		30<-47<-6<-36<-33<-25
31	763		31<-26<-33<-25
32	1423		32<-26<-33<-25
33	133		33<-25
34	2264		34<-11<-49<-25
35	642		35<-25
36	587		36<-33<-25
37	1517		37<-1<-41<-36<-33<-25
38	912		38<-31<-26<-33<-25
39	1111		39<-45<-14<-35<-25
40	1328		40<-11<-49<-25
41	604		41<-36<-33<-25
42	987		42<-6<-36<-33<-25
43	1462		43<-1<-41<-36<-33<-25
44	758		44<-14<-35<-25
45	994		45<-14<-35<-25
46	1391		46<-47<-6<-36<-33<-25
47	1064		47<-6<-36<-33<-25
48	946		48<-44<-14<-35<-25
49	985		49<-25
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 35
Cel	Dystans	Sciezka	
0	1661		0<-33<-17<-26<-6<-35
1	1243		1<-48<-6<-35
2	1056		2<-36<-49<-26<-6<-35
3	1659		3<-38<-23<-46<-30<-6<-35
4	1539		4<-29<-31<-35
5	1025		5<-6<-35
6	337		6<-35
7	1288		7<-43<-11<-35
8	1235		8<-30<-6<-35
9	1475		9<-30<-6<-35
10	2124		10<-45<-21<-35
11	437		11<-35
12	1007		12<-32<-21<-35
13	1037		13<-45<-21<-35
14	840		14<-26<-6<-35
15	1554		15<-28<-42<-45<-21<-35
16	1046		16<-45<-21<-35
17	653		17<-26<-6<-35
18	920		18<-33<-17<-26<-6<-35
19	2024		19<-46<-30<-6<-35
20	1032		20<-46<-30<-6<-35
21	520		21<-35
22	1099		22<-48<-6<-35
23	1554		23<-46<-30<-6<-35
24	1974		24<-49<-26<-6<-35
25	1635		25<-32<-21<-35
26	396		26<-6<-35
27	671		27<-17<-26<-6<-35
28	1367		28<-42<-45<-21<-35
29	1107		29<-31<-35
30	916		30<-6<-35
31	820		31<-35
32	869		32<-21<-35
33	907		33<-17<-26<-6<-35
34	1473		34<-28<-42<-45<-21<-35
35	0		35
36	718		36<-49<-26<-6<-35
37	1448		37<-43<-11<-35
38	1635		38<-23<-46<-30<-6<-35
39	1677		39<-14<-26<-6<-35
40	913		40<-33<-17<-26<-6<-35
41	1219		41<-43<-11<-35
42	1109		42<-45<-21<-35
43	909		43<-11<-35
44	1037		44<-6<-35
45	993		45<-21<-35
46	926		46<-30<-6<-35
47	1530		47<-20<-46<-30<-6<-35
48	879		48<-6<-35
49	702		49<-26<-6<-35
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	953		0<-31<-25<-38<-1
1	0		1
2	709		2<-39<-25<-38<-1
3	618		3<-29<-25<-38<-1
4	205		4<-38<-1
5	1243		5<-26<-11<-39<-25<-38<-1
6	708		6<-38<-1
7	1783		7<-37<-31<-25<-38<-1
8	856		8<-49<-35<-34<-39<-25<-38<-1
9	1165		9<-29<-25<-38<-1
10	380		10<-38<-1
11	648		11<-39<-25<-38<-1
12	1503		12<-41<-4<-38<-1
13	1366		13<-39<-25<-38<-1
14	754		14<-40<-38<-1
15	617		15<-34<-39<-25<-38<-1
16	1549		16<-35<-34<-39<-25<-38<-1
17	1339		17<-41<-4<-38<-1
18	772		18<-19<-29<-25<-38<-1
19	755		19<-29<-25<-38<-1
20	1834		20<-33<-12<-41<-4<-38<-1
21	1457		21<-48<-36<-40<-38<-1
22	916		22<-40<-38<-1
23	1506		23<-40<-38<-1
24	982		24<-38<-1
25	348		25<-38<-1
26	858		26<-11<-39<-25<-38<-1
27	1339		27<-6<-38<-1
28	955		28<-39<-25<-38<-1
29	468		29<-25<-38<-1
30	1208		30<-45<-11<-39<-25<-38<-1
31	901		31<-25<-38<-1
32	857		32<-1
33	1625		33<-12<-41<-4<-38<-1
34	614		34<-39<-25<-38<-1
35	791		35<-34<-39<-25<-38<-1
36	885		36<-40<-38<-1
37	1067		37<-31<-25<-38<-1
38	60		38<-1
39	562		39<-25<-38<-1
40	705		40<-38<-1
41	1166		41<-4<-38<-1
42	1261		42<-25<-38<-1
43	962		43<-3<-29<-25<-38<-1
44	920		44<-39<-25<-38<-1
45	886		45<-11<-39<-25<-38<-1
46	1476		46<-24<-38<-1
47	1180		47<-26<-11<-39<-25<-38<-1
48	892		48<-36<-40<-38<-1
49	811		49<-35<-34<-39<-25<-38<-1
Ilosc krawedzi 918 Ilosc wierzcholkow 50 Wierzcholek startowy 32
Cel	Dystans	Sciezka	
0	950		0<-30<-7<-32
1	211		1<-32
2	1451		2<-47<-1<-32
3	821		3<-41<-7<-32
4	1574		4<-44<-31<-32
5	1603		5<-31<-32
6	536		6<-31<-32
7	352		7<-32
8	1268		8<-28<-10<-32
9	1552		9<-43<-44<-31<-32
10	721		10<-32
11	546		11<-48<-32
12	768		12<-32
13	1280		13<-27<-7<-32
14	482		14<-47<-1<-32
15	1567		15<-37<-41<-7<-32
16	3616		16<-38<-27<-7<-32
17	938		17<-42<-27<-7<-32
18	1158		18<-37<-41<-7<-32
19	1276		19<-49<-33<-48<-32
20	1982		20<-30<-7<-32
21	694		21<-35<-11<-48<-32
22	146		22<-31<-32
