Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
29	2245		29<-6<-23<-10
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	698		0<-22<-9<-19
1	1441		1<-22<-9<-19
2	1617		2<-19
3	1253		3<-21<-11<-19
4	1744		4<-21<-11<-19
5	2774		5<-28<-7<-16<-18<-8<-9<-19
6	1540		6<-22<-9<-19
7	1586		7<-16<-18<-8<-9<-19
8	822		8<-9<-19
9	410		9<-19
10	3591		10<-11<-19
11	204		11<-19
12	1724		12<-23<-20<-27<-11<-19
13	2079		13<-21<-11<-19
14	2486		14<-26<-17<-9<-19
15	1688		15<-16<-18<-8<-9<-19
16	1182		16<-18<-8<-9<-19
17	1580		17<-9<-19
18	1107		18<-8<-9<-19
19	0		19
20	950		20<-27<-11<-19
21	540		21<-11<-19
22	454		22<-9<-19
23	1341		23<-20<-27<-11<-19
24	1859		24<-25<-18<-8<-9<-19
25	1425		25<-18<-8<-9<-19
26	1601		26<-17<-9<-19
27	672		27<-11<-19
28	2274		28<-7<-16<-18<-8<-9<-19
29	2131		29<-26<-17<-9<-19
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 18
Cel	Dystans	Sciezka	
0	1298		0<-22<-15<-18
1	1685		1<-25<-28<-9<-18
2	696		2<-16<-28<-9<-18
3	1374		3<-22<-15<-18
4	656		4<-28<-9<-18
5	1782		5<-25<-28<-9<-18
6	1255		6<-24<-17<-20<-16<-28<-9<-18
7	1379		7<-25<-28<-9<-18
8	1688		8<-25<-28<-9<-18
9	13		9<-18
10	580		10<-28<-9<-18
11	1904		11<-24<-17<-20<-16<-28<-9<-18
12	2435		12<-22<-15<-18
13	469		13<-18
14	2223		14<-23<-22<-15<-18
15	974		15<-18
16	623		16<-28<-9<-18
17	1120		17<-20<-16<-28<-9<-18
18	0		18
19	2018		19<-17<-20<-16<-28<-9<-18
20	947		20<-16<-28<-9<-18
21	2145		21<-1<-25<-28<-9<-18
22	1211		22<-15<-18
23	1760		23<-22<-15<-18
24	1197		24<-17<-20<-16<-28<-9<-18
25	1155		25<-28<-9<-18
26	1285		26<-6<-24<-17<-20<-16<-28<-9<-18
27	1406		27<-22<-15<-18
28	489		28<-9<-18
29	2222		29<-28<-9<-18
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	2233		0<-18<-6
1	2168		1<-18<-6
2	2629		2<-23<-6
3	2085		3<-22<-15<-23<-6
4	3335		4<-28<-6
5	5301		5<-4<-28<-6
6	0		6
7	2660		7<-6
8	4589		8<-26<-0<-18<-6
9	2566		9<-23<-6
10	2422		10<-22<-15<-23<-6
11	2543		11<-28<-6
12	2446		12<-21<-1<-18<-6
13	3588		13<-25<-28<-6
14	2974		14<-26<-0<-18<-6
15	1804		15<-23<-6
16	2099		16<-15<-23<-6
17	2115		17<-18<-6
18	1937		18<-6
19	3064		19<-12<-21<-1<-18<-6
20	3918		20<-26<-0<-18<-6
21	2401		21<-1<-18<-6
22	2022		22<-15<-23<-6
23	1582		23<-6
24	3355		24<-29<-26<-0<-18<-6
25	3268		25<-28<-6
26	2734		26<-0<-18<-6
27	3398		27<-0<-18<-6
28	2521		28<-6
29	3157		29<-26<-0<-18<-6
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	1868		0<-19<-26<-11<-24<-2
1	1472		1<-23<-24<-2
2	0		2
3	1889		3<-19<-26<-11<-24<-2
4	837		4<-21<-11<-24<-2
5	1095		5<-16<-8<-24<-2
6	1506		6<-18<-4<-21<-11<-24<-2
7	1364		7<-23<-24<-2
8	454		8<-24<-2
9	2644		9<-24<-2
10	1545		10<-21<-11<-24<-2
11	296		11<-24<-2
12	884		12<-29<-2
13	1197		13<-18<-4<-21<-11<-24<-2
14	2005		14<-27<-11<-24<-2
15	1884		15<-27<-11<-24<-2
16	585		16<-8<-24<-2
17	2115		17<-15<-27<-11<-24<-2
18	1006		18<-4<-21<-11<-24<-2
19	1298		19<-26<-11<-24<-2
20	147		20<-2
21	318		21<-11<-24<-2
22	670		22<-21<-11<-24<-2
23	1134		23<-24<-2
24	277		24<-2
25	750		25<-20<-2
26	762		26<-11<-24<-2
27	528		27<-11<-24<-2
28	1374		28<-5<-16<-8<-24<-2
29	865		29<-2
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	3068		0<-25<-20<-3<-21
1	2517		1<-16<-21
2	2985		2<-26<-24<-3<-21
3	485		3<-21
4	1794		4<-19<-3<-21
5	788		5<-17<-3<-21
6	1283		6<-22<-24<-3<-21
7	1701		7<-19<-3<-21
8	2901		8<-9<-17<-3<-21
9	2346		9<-17<-3<-21
10	3080		10<-29<-28<-26<-24<-3<-21
11	1937		11<-28<-26<-24<-3<-21
12	2436		12<-21
13	1736		13<-20<-3<-21
14	1306		14<-22<-24<-3<-21
15	786		15<-20<-3<-21
16	1311		16<-21
17	594		17<-3<-21
18	2255		18<-13<-20<-3<-21
19	1476		19<-3<-21
20	626		20<-3<-21
21	0		21
22	1150		22<-24<-3<-21
23	2730		23<-21
24	744		24<-3<-21
25	1651		25<-20<-3<-21
26	1586		26<-24<-3<-21
27	2863		27<-16<-21
28	1648		28<-26<-24<-3<-21
29	1922		29<-28<-26<-24<-3<-21
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	1246		0<-24
1	926		1<-19<-28<-17<-25<-24
2	1325		2<-24
3	1424		3<-19<-28<-17<-25<-24
4	1473		4<-3<-19<-28<-17<-25<-24
5	857		5<-16<-21<-23<-25<-24
6	676		6<-28<-17<-25<-24
7	1251		7<-19<-28<-17<-25<-24
8	814		8<-29<-25<-24
9	1967		9<-25<-24
10	1283		10<-28<-17<-25<-24
11	1349		11<-25<-24
12	1279		12<-23<-25<-24
13	1931		13<-20<-7<-19<-28<-17<-25<-24
14	1411		14<-29<-25<-24
15	1447		15<-24
16	845		16<-21<-23<-25<-24
17	568		17<-25<-24
18	1223		18<-23<-25<-24
19	904		19<-28<-17<-25<-24
20	1652		20<-7<-19<-28<-17<-25<-24
21	806		21<-23<-25<-24
22	2398		22<-23<-25<-24
23	502		23<-25<-24
24	0		24
25	348		25<-24
26	1632		26<-19<-28<-17<-25<-24
27	2065		27<-23<-25<-24
28	577		28<-17<-25<-24
29	569		29<-25<-24
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	1389		0<-28<-24<-25<-1<-2
1	588		1<-2
2	0		2
3	947		3<-2
4	2320		4<-22<-1<-2
5	2140		5<-20<-8<-24<-25<-1<-2
6	968		6<-25<-1<-2
7	2629		7<-25<-1<-2
8	1927		8<-24<-25<-1<-2
9	3781		9<-17<-29<-2
10	2919		10<-28<-24<-25<-1<-2
11	3490		11<-23<-6<-25<-1<-2
12	1435		12<-22<-1<-2
13	2000		13<-28<-24<-25<-1<-2
14	2194		14<-29<-2
15	2803		15<-23<-6<-25<-1<-2
16	2593		16<-2
17	2513		17<-29<-2
18	2483		18<-14<-29<-2
19	1573		19<-28<-24<-25<-1<-2
20	1955		20<-8<-24<-25<-1<-2
21	1779		21<-24<-25<-1<-2
22	1226		22<-1<-2
23	1588		23<-6<-25<-1<-2
24	752		24<-25<-1<-2
25	731		25<-1<-2
26	3088		26<-17<-29<-2
27	1788		27<-23<-6<-25<-1<-2
28	1216		28<-24<-25<-1<-2
29	1950		29<-2
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 5
Cel	Dystans	Sciezka	
0	3208		0<-22<-7<-26<-5
1	3719		1<-23<-21<-5
2	2923		2<-17<-21<-5
3	2977		3<-2<-17<-21<-5
4	3792		4<-29<-7<-26<-5
5	0		5
6	1931		6<-26<-5
7	1994		7<-26<-5
8	2319		8<-7<-26<-5
9	3513		9<-26<-5
10	3321		10<-21<-5
11	2823		11<-21<-5
12	3787		12<-20<-29<-7<-26<-5
13	3692		13<-18<-28<-5
14	3335		14<-22<-7<-26<-5
15	4112		15<-22<-7<-26<-5
16	3286		16<-21<-5
17	2613		17<-21<-5
18	2857		18<-28<-5
19	4024		19<-5
20	3329		20<-29<-7<-26<-5
21	2319		21<-5
22	2660		22<-7<-26<-5
23	2768		23<-21<-5
24	3391		24<-22<-7<-26<-5
25	3760		25<-28<-5
26	1549		26<-5
27	4644		27<-16<-21<-5
28	2623		28<-5
29	3214		29<-7<-26<-5
Ilosc krawedzi 326 Ilosc wierzcholkow 30 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	3187		0<-22<-17
1	2701		1<-16<-9<-20<-22<-17
2	2787		2<-24<-25<-14<-20<-22<-17
3	2801		3<-18<-12<-20<-22<-17
4	3270		4<-18<-12<-20<-22<-17
5	1471		5<-17
6	2983		6<-18<-12<-20<-22<-17
7	2036		7<-17
8	2530		8<-7<-17
9	1552		9<-20<-22<-17
10	2223		10<-18<-12<-20<-22<-17
11	3172		11<-22<-17
12	1502		12<-20<-22<-17
13	1739		13<-18<-12<-20<-22<-17
14	1887		14<-20<-22<-17
15	3261		15<-14<-20<-22<-17
16	2203		16<-9<-20<-22<-17
17	0		17
18	1716		18<-12<-20<-22<-17
19	1799		19<-21<-17
20	1319		20<-22<-17
21	1346		21<-17
22	1174		22<-17
23	2817		23<-5<-17
24	2260		24<-25<-14<-20<-22<-17
25	2192		25<-14<-20<-22<-17
26	1843		26<-22<-17
27	1331		27<-20<-22<-17
28	2696		28<-9<-20<-22<-17
29	2105		29<-22<-17
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	110		0<-15<-8
1	361		1<-8
2	811		2<-15<-8
3	1426		3<-25<-6<-0<-15<-8
4	696		4<-23<-0<-15<-8
5	557		5<-6<-0<-15<-8
6	344		6<-0<-15<-8
7	1457		7<-25<-6<-0<-15<-8
8	0		8
9	971		9<-26<-23<-0<-15<-8
10	399		10<-1<-8
11	487		11<-10<-1<-8
12	1077		12<-0<-15<-8
13	2695		13<-23<-0<-15<-8
14	544		14<-1<-8
15	51		15<-8
16	1074		16<-0<-15<-8
17	773		17<-4<-23<-0<-15<-8
18	543		18<-8
19	1421		19<-21<-17<-4<-23<-0<-15<-8
20	914		20<-10<-1<-8
21	1081		21<-17<-4<-23<-0<-15<-8
22	980		22<-25<-6<-0<-15<-8
23	686		23<-0<-15<-8
24	1000		24<-15<-8
25	652		25<-6<-0<-15<-8
26	863		26<-23<-0<-15<-8
27	1216		27<-16<-0<-15<-8
28	2025		28<-10<-1<-8
29	1237		29<-10<-1<-8
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	2233		0<-13<-21<-2<-14
1	150		1<-14
2	364		2<-14
3	2269		3<-23<-1<-14
4	1595		4<-19<-2<-14
5	1811		5<-13<-21<-2<-14
6	2217		6<-20<-2<-14
7	701		7<-20<-2<-14
8	1854		8<-1<-14
9	1476		9<-24<-2<-14
10	1794		10<-1<-14
11	2763		11<-1<-14
12	1681		12<-2<-14
13	1436		13<-21<-2<-14
14	0		14
15	1586		15<-2<-14
16	2367		16<-14
17	1968		17<-13<-21<-2<-14
18	2475		18<-2<-14
19	1592		19<-2<-14
20	452		20<-2<-14
21	1371		21<-2<-14
22	1954		22<-13<-21<-2<-14
23	218		23<-1<-14
24	1414		24<-2<-14
25	1875		25<-29<-20<-2<-14
26	1433		26<-7<-20<-2<-14
27	2279		27<-19<-2<-14
28	815		28<-7<-20<-2<-14
29	1509		29<-20<-2<-14
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	2919		0<-24<-3
1	1880		1<-28<-3
2	1805		2<-28<-3
3	0		3
4	1694		4<-6<-3
5	2938		5<-24<-3
6	428		6<-3
7	1140		7<-3
8	2137		8<-3
9	1179		9<-3
10	1933		10<-24<-3
11	2398		11<-21<-25<-28<-3
12	1960		12<-9<-3
13	3627		13<-17<-23<-6<-3
14	2011		14<-3
15	2485		15<-14<-3
16	1567		16<-19<-9<-3
17	1740		17<-23<-6<-3
18	1962		18<-29<-23<-6<-3
19	1421		19<-9<-3
20	2294		20<-3
21	2025		21<-25<-28<-3
22	2447		22<-27<-21<-25<-28<-3
23	1462		23<-6<-3
24	1043		24<-3
25	1771		25<-28<-3
26	2192		26<-28<-3
27	2221		27<-21<-25<-28<-3
28	1419		28<-3
29	1879		29<-23<-6<-3
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	234		0<-3
1	579		1<-15<-9<-3
2	1900		2<-5<-28<-10<-3
3	0		3
4	304		4<-9<-3
5	608		5<-28<-10<-3
6	786		6<-10<-3
7	1394		7<-26<-0<-3
8	812		8<-12<-10<-3
9	276		9<-3
10	439		10<-3
11	2117		11<-27<-10<-3
12	534		12<-10<-3
13	1281		13<-22<-10<-3
14	806		14<-12<-10<-3
15	542		15<-9<-3
16	1110		16<-10<-3
17	1113		17<-22<-10<-3
18	2058		18<-10<-3
19	606		19<-1<-15<-9<-3
20	1515		20<-26<-0<-3
21	1059		21<-28<-10<-3
22	968		22<-10<-3
23	2918		23<-16<-10<-3
24	448		24<-3
25	1018		25<-15<-9<-3
26	1062		26<-0<-3
27	1354		27<-10<-3
28	517		28<-10<-3
29	1670		29<-14<-12<-10<-3
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	1569		0<-3<-29<-11<-25<-8
1	1100		1<-9<-11<-25<-8
2	1035		2<-28<-4<-23<-8
3	1202		3<-29<-11<-25<-8
4	641		4<-23<-8
5	1326		5<-25<-8
6	1714		6<-4<-23<-8
7	726		7<-25<-8
8	0		8
9	398		9<-11<-25<-8
10	1209		10<-9<-11<-25<-8
11	249		11<-25<-8
12	741		12<-19<-23<-8
13	439		13<-29<-11<-25<-8
14	1284		14<-24<-8
15	2254		15<-9<-11<-25<-8
16	1171		16<-4<-23<-8
17	1160		17<-9<-11<-25<-8
18	718		18<-8
19	440		19<-23<-8
20	2024		20<-8
21	1377		21<-26<-5<-25<-8
22	1894		22<-24<-8
23	324		23<-8
24	394		24<-8
25	107		25<-8
26	1362		26<-5<-25<-8
27	2015		27<-23<-8
28	990		28<-4<-23<-8
29	338		29<-11<-25<-8
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	1939		0<-27<-6<-16<-26
1	1697		1<-28<-20<-26
2	2848		2<-27<-6<-16<-26
3	1917		3<-22<-12<-27<-6<-16<-26
4	3192		4<-13<-26
5	1915		5<-10<-6<-16<-26
6	1346		6<-16<-26
7	1083		7<-24<-26
8	2148		8<-20<-26
9	2345		9<-7<-24<-26
10	1534		10<-6<-16<-26
11	1597		11<-19<-26
12	1796		12<-27<-6<-16<-26
13	1116		13<-26
14	1999		14<-0<-27<-6<-16<-26
15	1341		15<-24<-26
16	31		16<-26
17	3027		17<-11<-19<-26
18	1812		18<-23<-28<-20<-26
19	1290		19<-26
20	7		20<-26
21	2505		21<-27<-6<-16<-26
22	1843		22<-12<-27<-6<-16<-26
23	1337		23<-28<-20<-26
24	166		24<-26
25	2302		25<-11<-19<-26
26	0		26
27	1744		27<-6<-16<-26
28	1266		28<-20<-26
29	1900		29<-19<-26
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	2054		0<-9<-15
1	2478		1<-3<-26<-27<-15
2	3273		2<-27<-15
3	2031		3<-26<-27<-15
4	3515		4<-28<-26<-27<-15
5	2545		5<-28<-26<-27<-15
6	2786		6<-13<-23<-9<-15
7	2503		7<-15
8	2056		8<-9<-15
9	1845		9<-15
10	3046		10<-21<-3<-26<-27<-15
11	2800		11<-26<-27<-15
12	3076		12<-0<-9<-15
13	1987		13<-23<-9<-15
14	2504		14<-28<-26<-27<-15
15	0		15
16	2631		16<-13<-23<-9<-15
17	2122		17<-26<-27<-15
18	2194		18<-23<-9<-15
19	2211		19<-17<-26<-27<-15
20	2059		20<-25<-27<-15
21	2271		21<-3<-26<-27<-15
22	2601		22<-3<-26<-27<-15
23	1964		23<-9<-15
24	2984		24<-15
25	1907		25<-27<-15
26	1894		26<-27<-15
27	1772		27<-15
28	1931		28<-26<-27<-15
29	2621		29<-1<-3<-26<-27<-15
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	804		0<-11<-1<-15
1	529		1<-15
2	689		2<-1<-15
3	756		3<-26<-2<-1<-15
4	1128		4<-13<-2<-1<-15
5	1841		5<-18<-29<-10<-3<-26<-2<-1<-15
6	1198		6<-2<-1<-15
7	2036		7<-23<-26<-2<-1<-15
8	1213		8<-24<-22<-15
9	1408		9<-10<-3<-26<-2<-1<-15
10	982		10<-3<-26<-2<-1<-15
11	641		11<-1<-15
12	798		12<-26<-2<-1<-15
13	1096		13<-2<-1<-15
14	1319		14<-23<-26<-2<-1<-15
15	0		15
16	1210		16<-0<-11<-1<-15
17	1558		17<-9<-10<-3<-26<-2<-1<-15
18	1468		18<-29<-10<-3<-26<-2<-1<-15
19	1558		19<-21<-11<-1<-15
20	1011		20<-21<-11<-1<-15
21	662		21<-11<-1<-15
22	792		22<-15
23	815		23<-26<-2<-1<-15
24	1082		24<-22<-15
25	1045		25<-10<-3<-26<-2<-1<-15
26	734		26<-2<-1<-15
27	1086		27<-12<-26<-2<-1<-15
28	1054		28<-23<-26<-2<-1<-15
29	1345		29<-10<-3<-26<-2<-1<-15
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 17
Cel	Dystans	Sciezka	
0	1591		0<-28<-18<-4<-5<-17
1	346		1<-4<-5<-17
2	349		2<-4<-5<-17
3	497		3<-17
4	231		4<-5<-17
5	197		5<-17
6	887		6<-14<-4<-5<-17
7	465		7<-2<-4<-5<-17
8	2040		8<-12<-14<-4<-5<-17
9	758		9<-18<-4<-5<-17
10	1369		10<-2<-4<-5<-17
11	654		11<-5<-17
12	1478		12<-14<-4<-5<-17
13	1236		13<-19<-7<-2<-4<-5<-17
14	659		14<-4<-5<-17
15	503		15<-3<-17
16	846		16<-1<-4<-5<-17
17	0		17
18	714		18<-4<-5<-17
19	950		19<-7<-2<-4<-5<-17
20	1395		20<-23<-17
21	1911		21<-16<-1<-4<-5<-17
22	397		22<-5<-17
23	1192		23<-17
24	186		24<-17
25	1365		25<-4<-5<-17
26	1089		26<-29<-17
27	1863		27<-6<-14<-4<-5<-17
28	886		28<-18<-4<-5<-17
29	672		29<-17
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	547		0<-17<-15<-21
1	1479		1<-24<-25<-16<-29<-0<-17<-15<-21
2	1843		2<-16<-29<-0<-17<-15<-21
3	1183		3<-27<-21
4	1581		4<-25<-16<-29<-0<-17<-15<-21
5	757		5<-10<-17<-15<-21
6	805		6<-29<-0<-17<-15<-21
7	996		7<-6<-29<-0<-17<-15<-21
8	1155		8<-29<-0<-17<-15<-21
9	1354		9<-16<-29<-0<-17<-15<-21
10	647		10<-17<-15<-21
11	1064		11<-0<-17<-15<-21
12	704		12<-0<-17<-15<-21
13	1341		13<-15<-21
14	1002		14<-21
15	151		15<-21
16	690		16<-29<-0<-17<-15<-21
17	515		17<-15<-21
18	1288		18<-0<-17<-15<-21
19	1264		19<-25<-16<-29<-0<-17<-15<-21
20	1206		20<-12<-0<-17<-15<-21
21	0		21
22	1382		22<-8<-29<-0<-17<-15<-21
23	2163		23<-25<-16<-29<-0<-17<-15<-21
24	1089		24<-25<-16<-29<-0<-17<-15<-21
25	738		25<-16<-29<-0<-17<-15<-21
26	1493		26<-7<-6<-29<-0<-17<-15<-21
27	431		27<-21
28	1131		28<-15<-21
29	599		29<-0<-17<-15<-21
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	582		0<-29<-16<-8
1	898		1<-8
2	662		2<-29<-16<-8
3	2633		3<-0<-29<-16<-8
4	1512		4<-14<-24<-8
5	1428		5<-8
6	1548		6<-23<-14<-24<-8
7	2346		7<-22<-29<-16<-8
8	0		8
9	1685		9<-16<-8
10	1910		10<-14<-24<-8
11	1928		11<-22<-29<-16<-8
12	1295		12<-24<-8
13	2024		13<-8
14	596		14<-24<-8
15	1805		15<-29<-16<-8
16	296		16<-8
17	1737		17<-23<-14<-24<-8
18	2103		18<-10<-14<-24<-8
19	982		19<-24<-8
20	1306		20<-19<-24<-8
21	1495		21<-29<-16<-8
22	1848		22<-29<-16<-8
23	741		23<-14<-24<-8
24	438		24<-8
25	1434		25<-5<-8
26	1914		26<-1<-8
27	2192		27<-1<-8
28	1976		28<-9<-16<-8
29	422		29<-16<-8
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	669		0<-3<-14
1	1016		1<-0<-3<-14
2	143		2<-14
3	153		3<-14
4	301		4<-11<-3<-14
5	1711		5<-11<-3<-14
6	868		6<-20<-9<-14
7	1639		7<-26<-19<-2<-14
8	498		8<-11<-3<-14
9	672		9<-14
10	1431		10<-12<-8<-11<-3<-14
11	158		11<-3<-14
12	633		12<-8<-11<-3<-14
13	895		13<-11<-3<-14
14	0		14
15	484		15<-3<-14
16	1387		16<-21<-6<-20<-9<-14
17	2020		17<-27<-22<-4<-11<-3<-14
18	727		18<-9<-14
19	435		19<-2<-14
20	743		20<-9<-14
21	878		21<-6<-20<-9<-14
22	646		22<-4<-11<-3<-14
23	1026		23<-15<-3<-14
24	1135		24<-9<-14
25	1783		25<-7<-26<-19<-2<-14
26	1494		26<-19<-2<-14
27	1924		27<-22<-4<-11<-3<-14
28	1389		28<-19<-2<-14
29	678		29<-8<-11<-3<-14
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	2483		0<-18<-17<-26
1	1757		1<-17<-26
2	2108		2<-29<-17<-26
3	1998		3<-29<-17<-26
4	2037		4<-18<-17<-26
5	2021		5<-17<-26
6	2065		6<-17<-26
7	3207		7<-6<-17<-26
8	2792		8<-1<-17<-26
9	2414		9<-10<-1<-17<-26
10	1964		10<-1<-17<-26
11	2127		11<-10<-1<-17<-26
12	2029		12<-3<-29<-17<-26
13	1550		13<-17<-26
14	2601		14<-6<-17<-26
15	2785		15<-13<-17<-26
16	2138		16<-21<-18<-17<-26
17	752		17<-26
18	1650		18<-17<-26
19	2593		19<-2<-29<-17<-26
20	2736		20<-26
21	2055		21<-18<-17<-26
22	1842		22<-18<-17<-26
23	2893		23<-19<-2<-29<-17<-26
24	2466		24<-4<-18<-17<-26
25	2250		25<-21<-18<-17<-26
26	0		26
27	2218		27<-1<-17<-26
28	2298		28<-22<-18<-17<-26
29	923		29<-17<-26
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	2062		0<-27<-24
1	946		1<-25<-24
2	1726		2<-4<-24
3	1916		3<-15<-5<-27<-24
4	1220		4<-24
5	1008		5<-27<-24
6	1274		6<-12<-25<-24
7	2056		7<-6<-12<-25<-24
8	2684		8<-21<-9<-27<-24
9	1498		9<-27<-24
10	1922		10<-4<-24
11	1528		11<-4<-24
12	1099		12<-25<-24
13	2041		13<-1<-25<-24
14	1966		14<-15<-5<-27<-24
15	1094		15<-5<-27<-24
16	1453		16<-24
17	1455		17<-1<-25<-24
18	1708		18<-1<-25<-24
19	1989		19<-24
20	1696		20<-16<-24
21	2411		21<-9<-27<-24
22	2806		22<-27<-24
23	2065		23<-14<-15<-5<-27<-24
24	0		24
25	562		25<-24
26	2135		26<-19<-24
27	720		27<-24
28	1735		28<-29<-27<-24
29	1433		29<-27<-24
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 3
Cel	Dystans	Sciezka	
0	1812		0<-3
1	1617		1<-28<-7<-6<-29<-18<-3
2	1403		2<-24<-19<-3
3	0		3
4	1403		4<-21<-28<-7<-6<-29<-18<-3
5	1598		5<-3
6	1100		6<-29<-18<-3
7	1146		7<-6<-29<-18<-3
8	738		8<-24<-19<-3
9	1355		9<-19<-3
10	2279		10<-6<-29<-18<-3
11	1770		11<-24<-19<-3
12	684		12<-24<-19<-3
13	1012		13<-8<-24<-19<-3
14	1273		14<-29<-18<-3
15	2072		15<-13<-8<-24<-19<-3
16	1343		16<-12<-24<-19<-3
17	1019		17<-29<-18<-3
18	530		18<-3
19	254		19<-3
20	1162		20<-3
21	1308		21<-28<-7<-6<-29<-18<-3
22	1676		22<-8<-24<-19<-3
23	1410		23<-28<-7<-6<-29<-18<-3
24	580		24<-19<-3
25	1321		25<-21<-28<-7<-6<-29<-18<-3
26	1729		26<-17<-29<-18<-3
27	2002		27<-0<-3
28	1235		28<-7<-6<-29<-18<-3
29	927		29<-18<-3
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 2
Cel	Dystans	Sciezka	
0	1385		0<-18<-2
1	1290		1<-8<-16<-17<-2
2	0		2
3	1171		3<-2
4	981		4<-18<-2
5	687		5<-23<-28<-19<-2
6	1690		6<-7<-4<-18<-2
7	991		7<-4<-18<-2
8	963		8<-16<-17<-2
9	1096		9<-10<-18<-2
10	909		10<-18<-2
11	1168		11<-19<-2
12	847		12<-2
13	734		13<-2
14	1465		14<-17<-2
15	1727		15<-11<-19<-2
16	917		16<-17<-2
17	898		17<-2
18	398		18<-2
19	327		19<-2
20	1161		20<-26<-12<-2
21	2411		21<-5<-23<-28<-19<-2
22	1472		22<-10<-18<-2
23	385		23<-28<-19<-2
24	1206		24<-28<-19<-2
25	1440		25<-0<-18<-2
26	1152		26<-12<-2
27	1877		27<-10<-18<-2
28	373		28<-19<-2
29	1351		29<-3<-2
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	2331		0<-7<-13<-28<-19<-15<-4
1	2549		1<-4
2	816		2<-4
3	994		3<-19<-15<-4
4	0		4
5	1118		5<-12<-4
6	1683		6<-12<-4
7	1896		7<-13<-28<-19<-15<-4
8	1166		8<-22<-4
9	995		9<-3<-19<-15<-4
10	1648		10<-28<-19<-15<-4
11	1018		11<-12<-4
12	495		12<-4
13	1681		13<-28<-19<-15<-4
14	1459		14<-16<-8<-22<-4
15	742		15<-4
16	1275		16<-8<-22<-4
17	2699		17<-15<-4
18	1544		18<-28<-19<-15<-4
19	867		19<-15<-4
20	2889		20<-3<-19<-15<-4
21	1628		21<-28<-19<-15<-4
22	786		22<-4
23	1872		23<-19<-15<-4
24	1280		24<-2<-4
25	1893		25<-12<-4
26	2028		26<-16<-8<-22<-4
27	1386		27<-22<-4
28	1415		28<-19<-15<-4
29	1564		29<-4
Ilosc krawedzi 435 Ilosc wierzcholkow 30 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	1285		0<-11<-3<-5<-15<-20<-24
1	775		1<-20<-24
2	1043		2<-15<-20<-24
3	885		3<-5<-15<-20<-24
4	1182		4<-15<-20<-24
5	674		5<-15<-20<-24
6	1694		6<-14<-15<-20<-24
7	929		7<-9<-17<-8<-15<-20<-24
8	770		8<-15<-20<-24
9	878		9<-17<-8<-15<-20<-24
10	950		10<-7<-9<-17<-8<-15<-20<-24
11	887		11<-3<-5<-15<-20<-24
