Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
16	3099		16<-28<-29
17	4920		17<-29
18	4839		18<-29
19	2328		19<-28<-29
20	3751		20<-27<-28<-29
21	6731		21<-29
22	1202		22<-29
23	2526		23<-29
24	894		24<-29
25	2991		25<-28<-29
26	1644		26<-29
27	2778		27<-28<-29
28	1356		28<-29
29	0		29
Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	4830		0<-27<-17<-28<-9
1	6744		1<-2<-29<-8<-9
2	4906		2<-29<-8<-9
3	3416		3<-29<-8<-9
4	4309		4<-5<-29<-8<-9
5	2746		5<-29<-8<-9
6	4978		6<-29<-8<-9
7	4410		7<-28<-9
8	896		8<-9
9	0		9
10	3241		10<-9
11	5341		11<-27<-17<-28<-9
12	4013		12<-28<-9
13	7577		13<-29<-8<-9
14	7386		14<-27<-17<-28<-9
15	1979		15<-29<-8<-9
16	3442		16<-29<-8<-9
17	3208		17<-28<-9
18	3684		18<-28<-9
19	3917		19<-28<-9
20	5418		20<-19<-28<-9
21	5416		21<-27<-17<-28<-9
22	2391		22<-29<-8<-9
23	4009		23<-29<-8<-9
24	7718		24<-29<-8<-9
25	4688		25<-29<-8<-9
26	2973		26<-28<-9
27	3885		27<-17<-28<-9
28	2950		28<-9
29	1789		29<-8<-9
Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 28
Cel	Dystans	Sciezka	
0	7851		0<-29<-6<-27<-7<-28
1	4045		1<-28
2	5734		2<-29<-6<-27<-7<-28
3	1462		3<-28
4	2212		4<-5<-6<-27<-7<-28
5	1011		5<-6<-27<-7<-28
6	406		6<-27<-7<-28
7	63		7<-28
8	1406		8<-27<-7<-28
9	4527		9<-8<-27<-7<-28
10	995		10<-27<-7<-28
11	2222		11<-29<-6<-27<-7<-28
12	1486		12<-27<-7<-28
13	2340		13<-28
14	1459		14<-29<-6<-27<-7<-28
15	2607		15<-14<-29<-6<-27<-7<-28
16	1476		16<-27<-7<-28
17	4529		17<-16<-27<-7<-28
18	5430		18<-17<-16<-27<-7<-28
19	3863		19<-28
20	503		20<-28
21	485		21<-27<-7<-28
22	1602		22<-21<-27<-7<-28
23	893		23<-29<-6<-27<-7<-28
24	3482		24<-23<-29<-6<-27<-7<-28
25	414		25<-28
26	1243		26<-29<-6<-27<-7<-28
27	160		27<-7<-28
28	0		28
29	884		29<-6<-27<-7<-28
Ilosc krawedzi 108 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	5681		0<-28<-7<-27<-10
1	6619		1<-0<-28<-7<-27<-10
2	3765		2<-29<-10
3	5728		3<-2<-29<-10
4	5668		4<-28<-7<-27<-10
5	3682		5<-29<-10
6	3298		6<-27<-10
7	2131		7<-27<-10
8	3647		8<-27<-10
9	3836		9<-8<-27<-10
10	0		10
11	2667		11<-10
12	5436		12<-11<-10
13	7802		13<-27<-10
14	7398		14<-15<-16<-27<-10
15	5104		15<-16<-27<-10
16	3395		16<-27<-10
17	4240		17<-16<-27<-10
18	7759		18<-27<-10
19	3457		19<-27<-10
20	5451		20<-19<-27<-10
21	3333		21<-27<-10
22	2313		22<-27<-10
23	6555		23<-22<-27<-10
24	5898		24<-29<-10
25	4548		25<-29<-10
26	3143		26<-27<-10
27	2006		27<-10
28	3668		28<-7<-27<-10
29	3672		29<-10
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 22
Cel	Dystans	Sciezka	
0	31		0<-22
1	1271		1<-22
2	1178		2<-24<-29<-9<-22
3	2928		3<-25<-24<-29<-9<-22
4	634		4<-29<-9<-22
5	1831		5<-27<-0<-22
6	201		6<-22
7	2907		7<-27<-0<-22
8	1277		8<-25<-24<-29<-9<-22
9	349		9<-22
10	1325		10<-27<-0<-22
11	295		11<-23<-0<-22
12	2681		12<-28<-29<-9<-22
13	1786		13<-28<-29<-9<-22
14	2360		14<-24<-29<-9<-22
15	1757		15<-27<-0<-22
16	576		16<-29<-9<-22
17	3675		17<-26<-22
18	2676		18<-24<-29<-9<-22
19	3695		19<-26<-22
20	3448		20<-28<-29<-9<-22
21	540		21<-29<-9<-22
22	0		22
23	180		23<-0<-22
24	654		24<-29<-9<-22
25	818		25<-24<-29<-9<-22
26	1753		26<-22
27	747		27<-0<-22
28	1218		28<-29<-9<-22
29	370		29<-9<-22
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	2951		0<-26<-16<-15<-14<-13
1	2951		1<-23<-13
2	2567		2<-27<-15<-14<-13
3	1947		3<-27<-15<-14<-13
4	1586		4<-24<-14<-13
5	2267		5<-4<-24<-14<-13
6	2312		6<-23<-13
7	2417		7<-23<-13
8	1919		8<-26<-16<-15<-14<-13
9	3135		9<-8<-26<-16<-15<-14<-13
10	2238		10<-29<-25<-16<-15<-14<-13
11	2701		11<-24<-14<-13
12	2992		12<-25<-16<-15<-14<-13
13	0		13
14	334		14<-13
15	1059		15<-14<-13
16	1799		16<-15<-14<-13
17	1546		17<-24<-14<-13
18	2016		18<-27<-15<-14<-13
19	2451		19<-20<-27<-15<-14<-13
20	2213		20<-27<-15<-14<-13
21	2308		21<-26<-16<-15<-14<-13
22	1582		22<-27<-15<-14<-13
23	1193		23<-13
24	850		24<-14<-13
25	2120		25<-16<-15<-14<-13
26	1830		26<-16<-15<-14<-13
27	1502		27<-15<-14<-13
28	1866		28<-16<-15<-14<-13
29	2187		29<-25<-16<-15<-14<-13
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	5249		0<-28<-11
1	4716		1<-24<-11
2	4661		2<-3<-28<-11
3	4532		3<-28<-11
4	5128		4<-22<-27<-8<-24<-11
5	4139		5<-26<-11
6	6688		6<-29<-22<-27<-8<-24<-11
7	8269		7<-23<-24<-11
8	3847		8<-24<-11
9	6231		9<-26<-11
10	4536		10<-28<-11
11	0		11
12	4984		12<-11
13	4787		13<-26<-11
14	5633		14<-25<-28<-11
15	5623		15<-24<-11
16	7678		16<-25<-28<-11
17	7682		17<-26<-11
18	6504		18<-28<-11
19	4283		19<-27<-8<-24<-11
20	3892		20<-24<-11
21	4651		21<-25<-28<-11
22	4223		22<-27<-8<-24<-11
23	4315		23<-24<-11
24	2981		24<-11
25	4531		25<-28<-11
26	4096		26<-11
27	4049		27<-8<-24<-11
28	2915		28<-11
29	5012		29<-22<-27<-8<-24<-11
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	422		0<-22<-29<-20
1	1635		1<-29<-20
2	1309		2<-24<-22<-29<-20
3	1672		3<-4<-23<-7<-29<-20
4	1592		4<-23<-7<-29<-20
5	112		5<-29<-20
6	1589		6<-23<-7<-29<-20
7	1178		7<-29<-20
8	2054		8<-28<-5<-29<-20
9	1455		9<-23<-7<-29<-20
10	1792		10<-11<-25<-22<-29<-20
11	983		11<-25<-22<-29<-20
12	963		12<-25<-22<-29<-20
13	1829		13<-27<-4<-23<-7<-29<-20
14	2594		14<-15<-23<-7<-29<-20
15	2030		15<-23<-7<-29<-20
16	2435		16<-26<-5<-29<-20
17	1473		17<-29<-20
18	2063		18<-25<-22<-29<-20
19	1076		19<-20
20	0		20
21	1116		21<-25<-22<-29<-20
22	394		22<-29<-20
23	1340		23<-7<-29<-20
24	1003		24<-22<-29<-20
25	754		25<-22<-29<-20
26	2003		26<-5<-29<-20
27	1630		27<-4<-23<-7<-29<-20
28	1078		28<-5<-29<-20
29	102		29<-20
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	1696		0<-24<-26<-21
1	2416		1<-27<-16<-25<-21
2	2099		2<-26<-21
3	991		3<-22<-21
4	3436		4<-3<-22<-21
5	2613		5<-25<-21
6	1809		6<-28<-25<-21
7	2426		7<-26<-21
8	3220		8<-24<-26<-21
9	2834		9<-25<-21
10	2370		10<-27<-16<-25<-21
11	2509		11<-26<-21
12	2055		12<-25<-21
13	2026		13<-29<-21
14	862		14<-26<-21
15	893		15<-26<-21
16	755		16<-25<-21
17	1369		17<-25<-21
18	3843		18<-27<-16<-25<-21
19	4854		19<-26<-21
20	1240		20<-26<-21
21	0		21
22	577		22<-21
23	2305		23<-28<-25<-21
24	1179		24<-26<-21
25	623		25<-21
26	761		26<-21
27	1622		27<-16<-25<-21
28	771		28<-25<-21
29	1763		29<-21
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	1752		0<-25
1	1029		1<-24<-18<-25
2	2505		2<-28<-4<-22<-25
3	1538		3<-22<-25
4	1679		4<-22<-25
5	2908		5<-6<-27<-18<-25
6	1143		6<-27<-18<-25
7	2120		7<-6<-27<-18<-25
8	3641		8<-24<-18<-25
9	2234		9<-28<-4<-22<-25
10	2307		10<-9<-28<-4<-22<-25
11	128		11<-25
12	873		12<-25
13	1672		13<-25
14	431		14<-25
15	733		15<-25
16	2969		16<-28<-4<-22<-25
17	1033		17<-25
18	199		18<-25
19	1045		19<-24<-18<-25
20	2019		20<-24<-18<-25
21	1765		21<-22<-25
22	1141		22<-25
23	1681		23<-18<-25
24	870		24<-18<-25
25	0		25
26	2551		26<-28<-4<-22<-25
27	843		27<-18<-25
28	1787		28<-4<-22<-25
29	2188		29<-21<-22<-25
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 26
Cel	Dystans	Sciezka	
0	3440		0<-1<-28<-19<-26
1	1386		1<-28<-19<-26
2	3711		2<-29<-20<-26
3	2269		3<-27<-20<-26
4	3499		4<-29<-20<-26
5	4696		5<-28<-19<-26
6	4263		6<-27<-20<-26
7	2225		7<-26
8	2180		8<-27<-20<-26
9	4486		9<-24<-26
10	2153		10<-24<-26
11	4437		11<-24<-26
12	2195		12<-28<-19<-26
13	1880		13<-27<-20<-26
14	2319		14<-13<-27<-20<-26
15	2207		15<-24<-26
16	2530		16<-15<-24<-26
17	3374		17<-24<-26
18	1393		18<-28<-19<-26
19	199		19<-26
20	853		20<-26
21	2520		21<-27<-20<-26
22	2742		22<-26
23	2715		23<-18<-28<-19<-26
24	1318		24<-26
25	3302		25<-19<-26
26	0		26
27	1331		27<-20<-26
28	1228		28<-19<-26
29	2237		29<-20<-26
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 12
Cel	Dystans	Sciezka	
0	2305		0<-22<-12
1	2890		1<-0<-22<-12
2	3360		2<-26<-5<-29<-12
3	2973		3<-24<-6<-5<-29<-12
4	5571		4<-27<-18<-29<-12
5	2527		5<-29<-12
6	2640		6<-5<-29<-12
7	4027		7<-24<-6<-5<-29<-12
8	3456		8<-22<-12
9	3348		9<-10<-22<-12
10	3037		10<-22<-12
11	5991		11<-22<-12
12	0		12
13	3283		13<-29<-12
14	5467		14<-25<-12
15	4338		15<-24<-6<-5<-29<-12
16	6646		16<-23<-0<-22<-12
17	4839		17<-29<-12
18	2584		18<-29<-12
19	3854		19<-18<-29<-12
20	3049		20<-23<-0<-22<-12
21	2978		21<-22<-12
22	913		22<-12
23	2643		23<-0<-22<-12
24	2764		24<-6<-5<-29<-12
25	3051		25<-12
26	3288		26<-5<-29<-12
27	3002		27<-18<-29<-12
28	3448		28<-10<-22<-12
29	2480		29<-12
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 8
Cel	Dystans	Sciezka	
0	4856		0<-23<-8
1	4456		1<-26<-23<-8
2	4141		2<-25<-21<-23<-8
3	6831		3<-25<-21<-23<-8
4	4422		4<-27<-23<-8
5	4608		5<-29<-8
6	4514		6<-24<-7<-8
7	2860		7<-8
8	0		8
9	4010		9<-10<-23<-8
10	3598		10<-23<-8
11	4673		11<-29<-8
12	3396		12<-22<-25<-21<-23<-8
13	4872		13<-23<-8
14	4236		14<-23<-8
15	4053		15<-26<-23<-8
16	5103		16<-17<-23<-8
17	2728		17<-23<-8
18	4278		18<-19<-26<-23<-8
19	4192		19<-26<-23<-8
20	4229		20<-24<-7<-8
21	2480		21<-23<-8
22	2969		22<-25<-21<-23<-8
23	2093		23<-8
24	3967		24<-7<-8
25	2546		25<-21<-23<-8
26	2280		26<-23<-8
27	2733		27<-23<-8
28	4495		28<-23<-8
29	3955		29<-8
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	3497		0<-24<-22<-26<-19
1	1852		1<-27<-19
2	2181		2<-25<-19
3	2449		3<-2<-25<-19
4	4010		4<-24<-22<-26<-19
5	2736		5<-25<-19
6	2665		6<-26<-19
7	3836		7<-27<-19
8	1741		8<-26<-19
9	3333		9<-23<-24<-22<-26<-19
10	2112		10<-24<-22<-26<-19
11	1756		11<-23<-24<-22<-26<-19
12	4513		12<-13<-26<-19
13	2516		13<-26<-19
14	3394		14<-28<-2<-25<-19
15	911		15<-26<-19
16	2067		16<-23<-24<-22<-26<-19
17	1727		17<-26<-19
18	2278		18<-19
19	0		19
20	3101		20<-25<-19
21	1543		21<-22<-26<-19
22	1099		22<-26<-19
23	1724		23<-24<-22<-26<-19
24	1643		24<-22<-26<-19
25	2092		25<-19
26	514		26<-19
27	1786		27<-19
28	2303		28<-2<-25<-19
29	2243		29<-27<-19
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	2141		0<-24<-13
1	2788		1<-26<-24<-13
2	2411		2<-24<-13
3	2692		3<-25<-13
4	2408		4<-5<-25<-13
5	1175		5<-25<-13
6	1168		6<-25<-13
7	2393		7<-27<-13
8	4229		8<-24<-13
9	2880		9<-28<-24<-13
10	2984		10<-9<-28<-24<-13
11	3585		11<-26<-24<-13
12	2877		12<-25<-13
13	0		13
14	2432		14<-29<-20<-25<-13
15	3802		15<-29<-20<-25<-13
16	4500		16<-23<-24<-13
17	3880		17<-28<-24<-13
18	2491		18<-28<-24<-13
19	3318		19<-28<-24<-13
20	1201		20<-25<-13
21	2841		21<-20<-25<-13
22	2529		22<-2<-24<-13
23	4226		23<-24<-13
24	1122		24<-13
25	884		25<-13
26	2450		26<-24<-13
27	2178		27<-13
28	2467		28<-24<-13
29	2231		29<-20<-25<-13
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 21
Cel	Dystans	Sciezka	
0	4286		0<-23<-2<-24<-21
1	1548		1<-23<-2<-24<-21
2	900		2<-24<-21
3	3351		3<-29<-23<-2<-24<-21
4	2197		4<-24<-21
5	2887		5<-24<-21
6	2354		6<-28<-20<-21
7	2767		7<-23<-2<-24<-21
8	4866		8<-9<-23<-2<-24<-21
9	2605		9<-23<-2<-24<-21
10	2975		10<-23<-2<-24<-21
11	4239		11<-22<-6<-28<-20<-21
12	3719		12<-27<-1<-23<-2<-24<-21
13	4288		13<-28<-20<-21
14	5003		14<-28<-20<-21
15	3270		15<-28<-20<-21
16	4057		16<-24<-21
17	3042		17<-26<-9<-23<-2<-24<-21
18	3541		18<-19<-20<-21
19	2453		19<-20<-21
20	708		20<-21
21	0		21
22	3275		22<-6<-28<-20<-21
23	1539		23<-2<-24<-21
24	691		24<-21
25	4107		25<-7<-23<-2<-24<-21
26	2989		26<-9<-23<-2<-24<-21
27	3580		27<-1<-23<-2<-24<-21
28	2109		28<-20<-21
29	2772		29<-23<-2<-24<-21
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	512		0<-28<-10
1	1550		1<-27<-28<-10
2	1749		2<-28<-10
3	180		3<-28<-10
4	1435		4<-3<-28<-10
5	5173		5<-27<-28<-10
6	1898		6<-28<-10
7	1781		7<-23<-17<-28<-10
8	1783		8<-26<-0<-28<-10
9	1394		9<-25<-24<-0<-28<-10
10	0		10
11	908		11<-10
12	1268		12<-28<-10
13	1849		13<-26<-0<-28<-10
14	1887		14<-15<-23<-17<-28<-10
15	1441		15<-23<-17<-28<-10
16	2362		16<-28<-10
17	552		17<-28<-10
18	735		18<-28<-10
19	1151		19<-18<-28<-10
20	1613		20<-25<-24<-0<-28<-10
21	3947		21<-23<-17<-28<-10
22	1291		22<-23<-17<-28<-10
23	802		23<-17<-28<-10
24	1001		24<-0<-28<-10
25	1355		25<-24<-0<-28<-10
26	1427		26<-0<-28<-10
27	287		27<-28<-10
28	66		28<-10
29	1467		29<-24<-0<-28<-10
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 19
Cel	Dystans	Sciezka	
0	2318		0<-1<-2<-29<-19
1	1470		1<-2<-29<-19
2	1038		2<-29<-19
3	4060		3<-25<-2<-29<-19
4	2013		4<-27<-19
5	3518		5<-25<-2<-29<-19
6	2114		6<-27<-19
7	4116		7<-8<-29<-19
8	1511		8<-29<-19
9	2926		9<-26<-29<-19
10	2752		10<-29<-19
11	5279		11<-27<-19
12	1664		12<-29<-19
13	2060		13<-29<-19
14	3127		14<-15<-23<-18<-19
15	2924		15<-23<-18<-19
16	2362		16<-25<-2<-29<-19
17	3830		17<-26<-29<-19
18	433		18<-19
19	0		19
20	2991		20<-21<-25<-2<-29<-19
21	1549		21<-25<-2<-29<-19
22	3018		22<-29<-19
23	1653		23<-18<-19
24	2834		24<-13<-29<-19
25	1403		25<-2<-29<-19
26	2056		26<-29<-19
27	590		27<-19
28	2819		28<-21<-25<-2<-29<-19
29	788		29<-19
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	2779		0<-22<-25<-1
1	0		1
2	1170		2<-25<-1
3	2467		3<-22<-25<-1
4	3328		4<-25<-1
5	2823		5<-29<-14<-26<-1
6	4374		6<-23<-1
7	898		7<-25<-1
8	1585		8<-25<-1
9	2310		9<-29<-14<-26<-1
10	3491		10<-26<-1
11	2030		11<-29<-14<-26<-1
12	2373		12<-11<-29<-14<-26<-1
13	2342		13<-23<-1
14	1387		14<-26<-1
15	2921		15<-28<-26<-1
16	1674		16<-25<-1
17	1650		17<-25<-1
18	4122		18<-17<-25<-1
19	2777		19<-27<-2<-25<-1
20	1817		20<-25<-1
21	2867		21<-26<-1
22	1289		22<-25<-1
23	2032		23<-1
24	2564		24<-25<-1
25	857		25<-1
26	1219		26<-1
27	2552		27<-2<-25<-1
28	2684		28<-26<-1
29	1857		29<-14<-26<-1
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	537		0<-24<-14
1	3080		1<-28<-0<-24<-14
2	3216		2<-26<-10<-24<-14
3	2784		3<-4<-24<-14
4	1530		4<-24<-14
5	1158		5<-24<-14
6	2250		6<-23<-14
7	2792		7<-24<-14
8	272		8<-24<-14
9	2392		9<-25<-0<-24<-14
10	918		10<-24<-14
11	2601		11<-26<-10<-24<-14
12	2288		12<-29<-0<-24<-14
13	3613		13<-14
14	0		14
15	1926		15<-27<-14
16	2658		16<-15<-27<-14
17	2686		17<-24<-14
18	2010		18<-29<-0<-24<-14
19	2159		19<-27<-14
20	3247		20<-19<-27<-14
21	3097		21<-29<-0<-24<-14
22	2669		22<-27<-14
23	1935		23<-14
24	141		24<-14
25	1800		25<-0<-24<-14
26	1798		26<-10<-24<-14
27	1601		27<-14
28	2608		28<-0<-24<-14
29	1379		29<-0<-24<-14
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 10
Cel	Dystans	Sciezka	
0	744		0<-22<-11<-10
1	2443		1<-23<-29<-21<-24<-11<-10
2	2037		2<-3<-25<-26<-10
3	1155		3<-25<-26<-10
4	2103		4<-28<-0<-22<-11<-10
5	2129		5<-25<-26<-10
6	2382		6<-23<-29<-21<-24<-11<-10
7	1066		7<-28<-0<-22<-11<-10
8	718		8<-22<-11<-10
9	845		9<-8<-22<-11<-10
10	0		10
11	314		11<-10
12	788		12<-22<-11<-10
13	1917		13<-14<-15<-29<-21<-24<-11<-10
14	1238		14<-15<-29<-21<-24<-11<-10
15	1190		15<-29<-21<-24<-11<-10
16	1216		16<-24<-11<-10
17	1292		17<-24<-11<-10
18	2014		18<-27<-24<-11<-10
19	1254		19<-28<-0<-22<-11<-10
20	2094		20<-19<-28<-0<-22<-11<-10
21	880		21<-24<-11<-10
22	402		22<-11<-10
23	1377		23<-29<-21<-24<-11<-10
24	734		24<-11<-10
25	1090		25<-26<-10
26	441		26<-10
27	1916		27<-24<-11<-10
28	839		28<-0<-22<-11<-10
29	974		29<-21<-24<-11<-10
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 0
Cel	Dystans	Sciezka	
0	0		0
1	2564		1<-0
2	2672		2<-28<-0
3	2543		3<-23<-4<-22<-0
4	1405		4<-22<-0
5	3755		5<-29<-3<-23<-4<-22<-0
6	4132		6<-5<-29<-3<-23<-4<-22<-0
7	3698		7<-8<-27<-2<-28<-0
8	2710		8<-27<-2<-28<-0
9	5122		9<-28<-0
10	3497		10<-28<-0
11	3739		11<-22<-0
12	4110		12<-22<-0
13	2882		13<-27<-2<-28<-0
14	3457		14<-15<-23<-4<-22<-0
15	2399		15<-23<-4<-22<-0
16	3391		16<-29<-3<-23<-4<-22<-0
17	4034		17<-28<-0
18	3434		18<-26<-15<-23<-4<-22<-0
19	2800		19<-23<-4<-22<-0
20	3786		20<-28<-0
21	3518		21<-22<-0
22	1116		22<-0
23	2014		23<-4<-22<-0
24	3344		24<-0
25	2778		25<-2<-28<-0
26	2825		26<-15<-23<-4<-22<-0
27	2698		27<-2<-28<-0
28	2426		28<-0
29	3233		29<-3<-23<-4<-22<-0
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	1895		0<-24<-23
1	366		1<-23
2	1177		2<-22<-23
3	2944		3<-29<-19<-24<-23
4	1871		4<-29<-19<-24<-23
5	3801		5<-6<-29<-19<-24<-23
6	1797		6<-29<-19<-24<-23
7	710		7<-23
8	1940		8<-23
9	2678		9<-25<-29<-19<-24<-23
10	375		10<-23
11	3533		11<-23
12	425		12<-13<-24<-23
13	399		13<-24<-23
14	1731		14<-23
15	2181		15<-24<-23
16	2216		16<-17<-23
17	1548		17<-23
18	4307		18<-28<-14<-23
19	1192		19<-24<-23
20	1271		20<-24<-23
21	3014		21<-23
22	1024		22<-23
23	0		23
24	363		24<-23
25	1925		25<-29<-19<-24<-23
26	618		26<-24<-23
27	2214		27<-14<-23
28	2191		28<-14<-23
29	1383		29<-19<-24<-23
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 13
Cel	Dystans	Sciezka	
0	1257		0<-26<-16<-23<-13
1	1883		1<-26<-16<-23<-13
2	1044		2<-23<-13
3	1206		3<-2<-23<-13
4	2181		4<-27<-16<-23<-13
5	1367		5<-23<-13
6	2776		6<-23<-13
7	3057		7<-29<-1<-26<-16<-23<-13
8	2802		8<-26<-16<-23<-13
9	3999		9<-22<-23<-13
10	2399		10<-23<-13
11	5174		11<-28<-1<-26<-16<-23<-13
12	2255		12<-13
13	0		13
14	2258		14<-27<-16<-23<-13
15	2051		15<-27<-16<-23<-13
16	311		16<-23<-13
17	3234		17<-26<-16<-23<-13
18	4303		18<-28<-1<-26<-16<-23<-13
19	1554		19<-23<-13
20	2901		20<-23<-13
21	1994		21<-27<-16<-23<-13
22	1821		22<-23<-13
23	253		23<-13
24	1917		24<-19<-23<-13
25	2317		25<-0<-26<-16<-23<-13
26	898		26<-16<-23<-13
27	1959		27<-16<-23<-13
28	2722		28<-1<-26<-16<-23<-13
29	2342		29<-1<-26<-16<-23<-13
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	1978		0<-24<-18<-17<-16
1	3590		1<-28<-24<-18<-17<-16
2	2987		2<-25<-17<-16
3	3431		3<-26<-14<-25<-17<-16
4	3589		4<-29<-24<-18<-17<-16
5	3172		5<-23<-16
6	1658		6<-25<-17<-16
7	2894		7<-24<-18<-17<-16
8	3346		8<-23<-16
9	2889		9<-27<-25<-17<-16
10	4277		10<-25<-17<-16
11	3016		11<-24<-18<-17<-16
12	2035		12<-27<-25<-17<-16
13	3307		13<-27<-25<-17<-16
14	2096		14<-25<-17<-16
15	3537		15<-14<-25<-17<-16
16	0		16
17	498		17<-16
18	1058		18<-17<-16
19	2547		19<-18<-17<-16
20	4183		20<-27<-25<-17<-16
21	2230		21<-23<-16
22	2129		22<-25<-17<-16
23	2054		23<-16
24	1803		24<-18<-17<-16
25	758		25<-17<-16
26	2101		26<-14<-25<-17<-16
27	1806		27<-25<-17<-16
28	2110		28<-24<-18<-17<-16
29	3093		29<-24<-18<-17<-16
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	3713		0<-27<-28<-4
1	1547		1<-2<-24<-4
2	1405		2<-24<-4
3	1071		3<-24<-4
4	0		4
5	2919		5<-4
6	2792		6<-26<-2<-24<-4
7	2996		7<-28<-4
8	3991		8<-25<-28<-4
9	2572		9<-25<-28<-4
10	2418		10<-25<-28<-4
11	1886		11<-24<-4
12	1905		12<-24<-4
13	3070		13<-28<-4
14	3201		14<-15<-27<-28<-4
15	3109		15<-27<-28<-4
16	3184		16<-28<-4
17	4678		17<-23<-4
18	2399		18<-25<-28<-4
19	1085		19<-25<-28<-4
20	2149		20<-21<-28<-4
21	941		21<-28<-4
22	1614		22<-28<-4
23	1712		23<-4
24	271		24<-4
25	1045		25<-28<-4
26	1417		26<-2<-24<-4
27	2054		27<-28<-4
28	436		28<-4
29	3257		29<-7<-28<-4
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 20
Cel	Dystans	Sciezka	
0	4970		0<-1<-26<-20
1	3878		1<-26<-20
2	3266		2<-26<-20
3	3351		3<-26<-20
4	3627		4<-29<-20
5	4431		5<-26<-20
6	4728		6<-23<-26<-20
7	4793		7<-26<-20
8	3941		8<-24<-13<-28<-3<-26<-20
9	3504		9<-26<-20
10	6283		10<-28<-3<-26<-20
11	4484		11<-29<-20
12	4251		12<-29<-20
13	3473		13<-28<-3<-26<-20
14	3707		14<-28<-3<-26<-20
15	4776		15<-29<-20
16	3740		16<-28<-3<-26<-20
17	6763		17<-24<-13<-28<-3<-26<-20
18	5623		18<-24<-13<-28<-3<-26<-20
19	5287		19<-23<-26<-20
20	0		20
21	5039		21<-28<-3<-26<-20
22	5491		22<-0<-1<-26<-20
23	4439		23<-26<-20
24	3561		24<-13<-28<-3<-26<-20
25	5006		25<-6<-23<-26<-20
26	3080		26<-20
27	4423		27<-20
28	3427		28<-3<-26<-20
29	3331		29<-20
Ilosc krawedzi 217 Ilosc wierzcholkow 30 Wierzcholek startowy 1
Cel	Dystans	Sciezka	
0	3388		0<-1
1	0		1
2	4331		2<-26<-7<-28<-1
3	3134		3<-23<-7<-28<-1
4	2040		4<-28<-1
5	2816		5<-22<-10<-28<-1
6	2925		6<-7<-28<-1
7	1596		7<-28<-1
8	2050		8<-22<-10<-28<-1
9	2314		9<-26<-7<-28<-1
10	836		10<-28<-1
11	2417		11<-26<-7<-28<-1
12	2361		12<-26<-7<-28<-1
13	2938		13<-23<-7<-28<-1
14	1946		14<-29<-1
15	2341		15<-28<-1
16	2200		16<-27<-18<-28<-1
17	2329		17<-23<-7<-28<-1
18	776		18<-28<-1
19	1614		19<-18<-28<-1
20	1663		20<-19<-18<-28<-1
21	2146		21<-27<-18<-28<-1
22	1134		22<-10<-28<-1
23	1759		23<-7<-28<-1
24	1520		24<-18<-28<-1
25	2736		25<-4<-28<-1
