Ilosc krawedzi 195 Ilosc wierzcholkow 40 Wierzcholek startowy 39
Cel	Dystans	Sciezka	
9	1912		9<-31<-0
10	2173		10<-31<-0
11	1497		11<-21<-31<-0
12	928		12<-29<-0
13	2432		13<-29<-0
14	2126		14<-35<-21<-31<-0
15	3084		15<-34<-23<-17<-30<-0
16	1729		16<-33<-39<-12<-29<-0
17	1917		17<-30<-0
18	2680		18<-26<-30<-0
19	3006		19<-32<-36<-31<-0
20	2053		20<-30<-0
21	1489		21<-31<-0
22	1779		22<-12<-29<-0
23	1939		23<-17<-30<-0
24	1701		24<-21<-31<-0
25	2368		25<-1<-30<-0
26	2494		26<-30<-0
27	2061		27<-1<-30<-0
28	2363		28<-6<-33<-39<-12<-29<-0
29	588		29<-0
30	679		30<-0
31	1460		31<-0
32	2323		32<-36<-31<-0
33	1526		33<-39<-12<-29<-0
34	2632		34<-23<-17<-30<-0
35	1800		35<-21<-31<-0
36	2128		36<-31<-0
37	2624		37<-21<-31<-0
38	2070		38<-8<-35<-21<-31<-0
39	1465		39<-12<-29<-0
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 31
Cel	Dystans	Sciezka	
0	1249		0<-31
1	2333		1<-28<-5<-29<-11<-38<-31
2	182		2<-31
3	366		3<-31
4	686		4<-24<-2<-31
5	999		5<-29<-11<-38<-31
6	621		6<-24<-2<-31
7	1366		7<-29<-11<-38<-31
8	1812		8<-39<-31
9	879		9<-21<-2<-31
10	1323		10<-36<-16<-31
11	239		11<-38<-31
12	1205		12<-29<-11<-38<-31
13	1111		13<-24<-2<-31
14	1060		14<-39<-31
15	2608		15<-26<-31
16	715		16<-31
17	1198		17<-25<-24<-2<-31
18	696		18<-31
19	691		19<-24<-2<-31
20	1290		20<-32<-31
21	731		21<-2<-31
22	1277		22<-4<-24<-2<-31
23	930		23<-11<-38<-31
24	224		24<-2<-31
25	968		25<-24<-2<-31
26	233		26<-31
27	710		27<-11<-38<-31
28	1326		28<-5<-29<-11<-38<-31
29	610		29<-11<-38<-31
30	1104		30<-24<-2<-31
31	0		31
32	355		32<-31
33	770		33<-35<-3<-31
34	1009		34<-31
35	699		35<-3<-31
36	898		36<-16<-31
37	926		37<-9<-21<-2<-31
38	26		38<-31
39	297		39<-31
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 37
Cel	Dystans	Sciezka	
0	2376		0<-29<-33<-28<-24<-37
1	1312		1<-26<-37
2	2042		2<-26<-37
3	2345		3<-29<-33<-28<-24<-37
4	1703		4<-33<-28<-24<-37
5	2644		5<-26<-37
6	2004		6<-34<-23<-11<-24<-37
7	2152		7<-26<-37
8	1877		8<-32<-29<-33<-28<-24<-37
9	2326		9<-34<-23<-11<-24<-37
10	1404		10<-34<-23<-11<-24<-37
11	808		11<-24<-37
12	1595		12<-24<-37
13	1884		13<-32<-29<-33<-28<-24<-37
14	1715		14<-24<-37
15	1003		15<-37
16	1754		16<-30<-36<-23<-11<-24<-37
17	1805		17<-27<-37
18	2160		18<-28<-24<-37
19	2364		19<-27<-37
20	1494		20<-36<-23<-11<-24<-37
21	1517		21<-23<-11<-24<-37
22	2166		22<-21<-23<-11<-24<-37
23	1100		23<-11<-24<-37
24	683		24<-37
25	1662		25<-30<-36<-23<-11<-24<-37
26	870		26<-37
27	1138		27<-37
28	886		28<-24<-37
29	1329		29<-33<-28<-24<-37
30	1635		30<-36<-23<-11<-24<-37
31	1496		31<-29<-33<-28<-24<-37
32	1378		32<-29<-33<-28<-24<-37
33	1024		33<-28<-24<-37
34	1375		34<-23<-11<-24<-37
35	1606		35<-36<-23<-11<-24<-37
36	1343		36<-23<-11<-24<-37
37	0		37
38	1480		38<-33<-28<-24<-37
39	2243		39<-26<-37
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 38
Cel	Dystans	Sciezka	
0	2108		0<-33<-29<-1<-38
1	514		1<-38
2	2938		2<-21<-28<-23<-39<-29<-1<-38
3	2149		3<-21<-28<-23<-39<-29<-1<-38
4	1322		4<-33<-29<-1<-38
5	1110		5<-27<-34<-38
6	1307		6<-23<-39<-29<-1<-38
7	1275		7<-35<-28<-23<-39<-29<-1<-38
8	2113		8<-28<-23<-39<-29<-1<-38
9	1327		9<-37<-24<-38
10	1258		10<-39<-29<-1<-38
11	1523		11<-28<-23<-39<-29<-1<-38
12	1855		12<-28<-23<-39<-29<-1<-38
13	572		13<-38
14	1011		14<-28<-23<-39<-29<-1<-38
15	1433		15<-33<-29<-1<-38
16	1071		16<-27<-34<-38
17	1069		17<-29<-1<-38
18	1439		18<-37<-24<-38
19	1325		19<-35<-28<-23<-39<-29<-1<-38
20	559		20<-38
21	1078		21<-28<-23<-39<-29<-1<-38
22	1399		22<-27<-34<-38
23	919		23<-39<-29<-1<-38
24	916		24<-38
25	1490		25<-27<-34<-38
26	1743		26<-31<-21<-28<-23<-39<-29<-1<-38
27	949		27<-34<-38
28	986		28<-23<-39<-29<-1<-38
29	631		29<-1<-38
30	1371		30<-34<-38
31	1524		31<-21<-28<-23<-39<-29<-1<-38
32	1967		32<-21<-28<-23<-39<-29<-1<-38
33	1272		33<-29<-1<-38
34	348		34<-38
35	1137		35<-28<-23<-39<-29<-1<-38
36	1289		36<-7<-35<-28<-23<-39<-29<-1<-38
37	1097		37<-24<-38
38	0		38
39	915		39<-29<-1<-38
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 22
Cel	Dystans	Sciezka	
0	1438		0<-21<-25<-1<-23<-29<-22
1	1008		1<-23<-29<-22
2	1684		2<-22
3	2710		3<-23<-29<-22
4	591		4<-22
5	1773		5<-37<-22
6	991		6<-32<-31<-22
7	772		7<-31<-22
8	1107		8<-29<-22
9	1277		9<-23<-29<-22
10	1347		10<-21<-25<-1<-23<-29<-22
11	1304		11<-23<-29<-22
12	1029		12<-37<-22
13	884		13<-31<-22
14	733		14<-37<-22
15	1374		15<-14<-37<-22
16	1295		16<-32<-31<-22
17	1260		17<-35<-7<-31<-22
18	2250		18<-39<-22
19	1438		19<-37<-22
20	1396		20<-25<-1<-23<-29<-22
21	1242		21<-25<-1<-23<-29<-22
22	0		22
23	921		23<-29<-22
24	1304		24<-39<-22
25	1064		25<-1<-23<-29<-22
26	1464		26<-33<-32<-31<-22
27	2183		27<-37<-22
28	1162		28<-13<-31<-22
29	796		29<-22
30	1591		30<-32<-31<-22
31	467		31<-22
32	754		32<-31<-22
33	1233		33<-32<-31<-22
34	1863		34<-29<-22
35	1151		35<-7<-31<-22
36	1352		36<-13<-31<-22
37	87		37<-22
38	1594		38<-17<-35<-7<-31<-22
39	1242		39<-22
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	1687		0<-25<-24<-34
1	2289		1<-35<-21<-30<-27<-34
2	1303		2<-34
3	1621		3<-34
4	1510		4<-36<-11<-27<-34
5	1200		5<-37<-34
6	917		6<-34
7	1469		7<-6<-34
8	916		8<-30<-27<-34
9	1058		9<-39<-26<-13<-34
10	1922		10<-27<-34
11	873		11<-27<-34
12	975		12<-30<-27<-34
13	406		13<-34
14	1512		14<-31<-37<-34
15	1302		15<-30<-27<-34
16	2459		16<-31<-37<-34
17	1897		17<-23<-13<-34
18	867		18<-34
19	1798		19<-27<-34
20	2414		20<-37<-34
21	1138		21<-30<-27<-34
22	2656		22<-33<-34
23	1195		23<-13<-34
24	1618		24<-34
25	1627		25<-24<-34
26	999		26<-13<-34
27	525		27<-34
28	1529		28<-21<-30<-27<-34
29	1445		29<-12<-30<-27<-34
30	768		30<-27<-34
31	1184		31<-37<-34
32	1505		32<-37<-34
33	1444		33<-34
34	0		34
35	1842		35<-21<-30<-27<-34
36	1180		36<-11<-27<-34
37	11		37<-34
38	1366		38<-8<-30<-27<-34
39	1022		39<-26<-13<-34
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 11
Cel	Dystans	Sciezka	
0	1610		0<-38<-11
1	1877		1<-28<-38<-11
2	2136		2<-35<-0<-38<-11
3	2154		3<-29<-0<-38<-11
4	2531		4<-25<-18<-29<-0<-38<-11
5	2283		5<-22<-11
6	2034		6<-29<-0<-38<-11
7	3159		7<-21<-2<-35<-0<-38<-11
8	3086		8<-37<-25<-18<-29<-0<-38<-11
9	3331		9<-8<-37<-25<-18<-29<-0<-38<-11
10	2130		10<-38<-11
11	0		11
12	2600		12<-21<-2<-35<-0<-38<-11
13	2661		13<-23<-3<-29<-0<-38<-11
14	3135		14<-22<-11
15	2382		15<-22<-11
16	2463		16<-29<-0<-38<-11
17	3982		17<-25<-18<-29<-0<-38<-11
18	2069		18<-29<-0<-38<-11
19	3172		19<-26<-3<-29<-0<-38<-11
20	2250		20<-38<-11
21	2302		21<-2<-35<-0<-38<-11
22	2028		22<-11
23	2347		23<-3<-29<-0<-38<-11
24	2844		24<-37<-25<-18<-29<-0<-38<-11
25	2255		25<-18<-29<-0<-38<-11
26	2491		26<-3<-29<-0<-38<-11
27	2914		27<-18<-29<-0<-38<-11
28	1426		28<-38<-11
29	1637		29<-0<-38<-11
30	1747		30<-11
31	2784		31<-11
32	2754		32<-28<-38<-11
33	2870		33<-34<-15<-22<-11
34	2740		34<-15<-22<-11
35	1776		35<-0<-38<-11
36	2446		36<-25<-18<-29<-0<-38<-11
37	2808		37<-25<-18<-29<-0<-38<-11
38	295		38<-11
39	2568		39<-16<-29<-0<-38<-11
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 14
Cel	Dystans	Sciezka	
0	2446		0<-34<-14
1	1640		1<-24<-14
2	1877		2<-34<-14
3	1789		3<-36<-14
4	2227		4<-32<-16<-24<-14
5	1443		5<-39<-13<-26<-24<-14
6	1639		6<-22<-24<-14
7	1449		7<-25<-26<-24<-14
8	2243		8<-32<-16<-24<-14
9	1108		9<-39<-13<-26<-24<-14
10	1128		10<-9<-39<-13<-26<-24<-14
11	1046		11<-24<-14
12	1476		12<-11<-24<-14
13	1059		13<-26<-24<-14
14	0		14
15	3269		15<-26<-24<-14
16	1027		16<-24<-14
17	1347		17<-27<-39<-13<-26<-24<-14
18	1686		18<-17<-27<-39<-13<-26<-24<-14
19	2101		19<-36<-14
20	1244		20<-34<-14
21	1253		21<-26<-24<-14
22	1308		22<-24<-14
23	1401		23<-10<-9<-39<-13<-26<-24<-14
24	713		24<-14
25	1068		25<-26<-24<-14
26	918		26<-24<-14
27	1178		27<-39<-13<-26<-24<-14
28	973		28<-14
29	2434		29<-8<-32<-16<-24<-14
30	1895		30<-11<-24<-14
31	1919		31<-27<-39<-13<-26<-24<-14
32	1612		32<-16<-24<-14
33	1117		33<-14
34	1225		34<-14
35	1411		35<-27<-39<-13<-26<-24<-14
36	1558		36<-14
37	1641		37<-26<-24<-14
38	1559		38<-26<-24<-14
39	1069		39<-13<-26<-24<-14
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 9
Cel	Dystans	Sciezka	
0	1423		0<-36<-9
1	1615		1<-25<-20<-36<-9
2	654		2<-36<-9
3	824		3<-38<-2<-36<-9
4	2642		4<-24<-12<-29<-9
5	1718		5<-25<-20<-36<-9
6	3362		6<-29<-9
7	1362		7<-24<-12<-29<-9
8	765		8<-9
9	0		9
10	1046		10<-9
11	2718		11<-36<-9
12	498		12<-29<-9
13	717		13<-35<-12<-29<-9
14	1008		14<-36<-9
15	1538		15<-36<-9
16	1069		16<-36<-9
17	1573		17<-31<-18<-24<-12<-29<-9
18	629		18<-24<-12<-29<-9
19	2984		19<-31<-18<-24<-12<-29<-9
20	1055		20<-36<-9
21	1128		21<-28<-36<-9
22	1571		22<-36<-9
23	1777		23<-22<-36<-9
24	546		24<-12<-29<-9
25	1334		25<-20<-36<-9
26	1372		26<-10<-9
27	1469		27<-13<-35<-12<-29<-9
28	795		28<-36<-9
29	89		29<-9
30	1826		30<-7<-24<-12<-29<-9
31	1002		31<-18<-24<-12<-29<-9
32	1656		32<-27<-13<-35<-12<-29<-9
33	1281		33<-10<-9
34	2054		34<-0<-36<-9
35	699		35<-12<-29<-9
36	616		36<-9
37	1924		37<-36<-9
38	658		38<-2<-36<-9
39	1861		39<-38<-2<-36<-9
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 16
Cel	Dystans	Sciezka	
0	1654		0<-32<-39<-31<-16
1	1822		1<-39<-31<-16
2	1141		2<-31<-16
3	1991		3<-24<-16
4	1874		4<-33<-31<-16
5	1307		5<-37<-24<-16
6	2103		6<-37<-24<-16
7	1301		7<-34<-24<-16
8	1342		8<-24<-16
9	2129		9<-39<-31<-16
10	1148		10<-24<-16
11	1919		11<-27<-28<-16
12	2417		12<-38<-7<-34<-24<-16
13	1562		13<-26<-16
14	1512		14<-28<-16
15	1469		15<-31<-16
16	0		16
17	1154		17<-33<-31<-16
18	1539		18<-26<-16
19	1548		19<-37<-24<-16
20	1503		20<-35<-5<-37<-24<-16
21	1308		21<-37<-24<-16
22	867		22<-39<-31<-16
23	2317		23<-1<-39<-31<-16
24	785		24<-16
25	1700		25<-24<-16
26	1237		26<-16
27	1006		27<-28<-16
28	613		28<-16
29	1849		29<-33<-31<-16
30	1681		30<-2<-31<-16
31	702		31<-16
32	1332		32<-39<-31<-16
33	861		33<-31<-16
34	831		34<-24<-16
35	1322		35<-5<-37<-24<-16
36	1572		36<-20<-35<-5<-37<-24<-16
37	1039		37<-24<-16
38	1785		38<-7<-34<-24<-16
39	796		39<-31<-16
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 23
Cel	Dystans	Sciezka	
0	1757		0<-31<-34<-38<-11<-23
1	1888		1<-29<-7<-23
2	2808		2<-28<-11<-23
3	2288		3<-29<-7<-23
4	1738		4<-38<-11<-23
5	2440		5<-23
6	2605		6<-28<-11<-23
7	1466		7<-23
8	2052		8<-24<-12<-11<-23
9	4830		9<-32<-23
10	2803		10<-34<-38<-11<-23
11	622		11<-23
12	951		12<-11<-23
13	2123		13<-23
14	1508		14<-26<-23
15	2324		15<-33<-1<-29<-7<-23
16	1669		16<-32<-23
17	2390		17<-30<-23
18	2462		18<-32<-23
19	1110		19<-26<-23
20	2198		20<-27<-19<-26<-23
21	2463		21<-23
22	2166		22<-38<-11<-23
23	0		23
24	1370		24<-12<-11<-23
25	1684		25<-19<-26<-23
26	919		26<-23
27	1417		27<-19<-26<-23
28	2376		28<-11<-23
29	1665		29<-7<-23
30	2084		30<-23
31	1622		31<-34<-38<-11<-23
32	1612		32<-23
33	1942		33<-1<-29<-7<-23
34	1389		34<-38<-11<-23
35	1770		35<-11<-23
36	1688		36<-29<-7<-23
37	2220		37<-24<-12<-11<-23
38	1052		38<-11<-23
39	1199		39<-19<-26<-23
Ilosc krawedzi 585 Ilosc wierzcholkow 40 Wierzcholek startowy 6
Cel	Dystans	Sciezka	
0	1186		0<-31<-6
1	2370		1<-36<-35<-27<-21<-31<-6
2	1505		2<-27<-21<-31<-6
3	1778		3<-39<-21<-31<-6
4	1813		4<-3<-39<-21<-31<-6
5	1834		5<-31<-6
6	0		6
7	2100		7<-32<-36<-35<-27<-21<-31<-6
8	2254		8<-29<-27<-21<-31<-6
9	2189		9<-31<-6
10	1771		10<-35<-27<-21<-31<-6
11	1747		11<-12<-25<-6
12	1342		12<-25<-6
13	3098		13<-21<-31<-6
14	2484		14<-15<-30<-6
15	1940		15<-30<-6
16	1473		16<-36<-35<-27<-21<-31<-6
17	1720		17<-27<-21<-31<-6
18	1641		18<-22<-12<-25<-6
19	1102		19<-31<-6
20	1377		20<-33<-31<-6
21	403		21<-31<-6
22	1388		22<-12<-25<-6
23	1484		23<-22<-12<-25<-6
24	1487		24<-27<-21<-31<-6
25	1325		25<-6
26	1522		26<-20<-33<-31<-6
27	902		27<-21<-31<-6
28	1736		28<-25<-6
29	1586		29<-27<-21<-31<-6
30	1351		30<-6
31	284		31<-6
32	1748		32<-36<-35<-27<-21<-31<-6
33	981		33<-31<-6
34	1853		34<-27<-21<-31<-6
35	1084		35<-27<-21<-31<-6
36	1329		36<-35<-27<-21<-31<-6
37	2890		37<-38<-36<-35<-27<-21<-31<-6
38	2074		38<-36<-35<-27<-21<-31<-6
39	1097		39<-21<-31<-6
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 25
Cel	Dystans	Sciezka	
0	709		0<-21<-26<-24<-28<-25
1	796		1<-39<-24<-28<-25
2	1032		2<-9<-16<-19<-6<-24<-28<-25
3	688		3<-30<-6<-24<-28<-25
4	738		4<-19<-6<-24<-28<-25
5	594		5<-15<-28<-25
6	204		6<-24<-28<-25
7	600		7<-17<-19<-6<-24<-28<-25
8	1144		8<-14<-24<-28<-25
9	1013		9<-16<-19<-6<-24<-28<-25
10	1464		10<-11<-33<-25
11	1339		11<-33<-25
12	735		12<-24<-28<-25
13	1219		13<-25
14	629		14<-24<-28<-25
15	267		15<-28<-25
16	902		16<-19<-6<-24<-28<-25
17	575		17<-19<-6<-24<-28<-25
18	911		18<-31<-0<-21<-26<-24<-28<-25
19	456		19<-6<-24<-28<-25
20	730		20<-26<-24<-28<-25
21	419		21<-26<-24<-28<-25
22	1742		22<-16<-19<-6<-24<-28<-25
23	996		23<-31<-0<-21<-26<-24<-28<-25
24	121		24<-28<-25
25	0		25
26	298		26<-24<-28<-25
27	1199		27<-6<-24<-28<-25
28	117		28<-25
29	1057		29<-25
30	371		30<-6<-24<-28<-25
31	908		31<-0<-21<-26<-24<-28<-25
32	1257		32<-33<-25
33	911		33<-25
34	1203		34<-14<-24<-28<-25
35	1939		35<-24<-28<-25
36	980		36<-31<-0<-21<-26<-24<-28<-25
37	1709		37<-23<-31<-0<-21<-26<-24<-28<-25
38	1774		38<-10<-11<-33<-25
39	718		39<-24<-28<-25
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 33
Cel	Dystans	Sciezka	
0	722		0<-29<-13<-26<-33
1	1853		1<-4<-11<-26<-33
2	1042		2<-34<-26<-33
3	449		3<-25<-11<-26<-33
4	986		4<-11<-26<-33
5	1323		5<-17<-37<-3<-25<-11<-26<-33
6	1152		6<-10<-37<-3<-25<-11<-26<-33
7	834		7<-34<-26<-33
8	577		8<-20<-11<-26<-33
9	944		9<-18<-11<-26<-33
10	782		10<-37<-3<-25<-11<-26<-33
11	245		11<-26<-33
12	1507		12<-9<-18<-11<-26<-33
13	457		13<-26<-33
14	1102		14<-29<-13<-26<-33
15	1332		15<-4<-11<-26<-33
16	1127		16<-22<-18<-11<-26<-33
17	1276		17<-37<-3<-25<-11<-26<-33
18	619		18<-11<-26<-33
19	1264		19<-25<-11<-26<-33
20	568		20<-11<-26<-33
21	1037		21<-0<-29<-13<-26<-33
22	732		22<-18<-11<-26<-33
23	1164		23<-14<-29<-13<-26<-33
24	1403		24<-3<-25<-11<-26<-33
25	410		25<-11<-26<-33
26	237		26<-33
27	703		27<-13<-26<-33
28	1271		28<-13<-26<-33
29	509		29<-13<-26<-33
30	1030		30<-3<-25<-11<-26<-33
31	1284		31<-2<-34<-26<-33
32	1141		32<-25<-11<-26<-33
33	0		33
34	734		34<-26<-33
35	1646		35<-11<-26<-33
36	1152		36<-30<-3<-25<-11<-26<-33
37	671		37<-3<-25<-11<-26<-33
38	648		38<-11<-26<-33
39	1417		39<-3<-25<-11<-26<-33
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 31
Cel	Dystans	Sciezka	
0	412		0<-26<-18<-31
1	1285		1<-31
2	1084		2<-39<-18<-31
3	890		3<-10<-38<-29<-31
4	535		4<-34<-18<-31
5	862		5<-31
6	509		6<-26<-18<-31
7	1341		7<-36<-29<-31
8	1098		8<-5<-31
9	855		9<-19<-31
10	741		10<-38<-29<-31
11	1390		11<-12<-31
12	864		12<-31
13	811		13<-6<-26<-18<-31
14	853		14<-6<-26<-18<-31
15	774		15<-23<-18<-31
16	841		16<-0<-26<-18<-31
17	1406		17<-27<-26<-18<-31
18	182		18<-31
19	5		19<-31
20	652		20<-33<-39<-18<-31
21	2651		21<-4<-34<-18<-31
22	750		22<-33<-39<-18<-31
23	700		23<-18<-31
24	1186		24<-10<-38<-29<-31
25	754		25<-26<-18<-31
26	388		26<-18<-31
27	798		27<-26<-18<-31
28	830		28<-19<-31
29	181		29<-31
30	926		30<-36<-29<-31
31	0		31
32	712		32<-19<-31
33	569		33<-39<-18<-31
34	451		34<-18<-31
35	866		35<-20<-33<-39<-18<-31
36	789		36<-29<-31
37	961		37<-6<-26<-18<-31
38	708		38<-29<-31
39	467		39<-18<-31
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 24
Cel	Dystans	Sciezka	
0	1521		0<-22<-29<-24
1	1155		1<-24
2	1661		2<-7<-27<-39<-9<-29<-24
3	1894		3<-28<-29<-24
4	1576		4<-17<-29<-24
5	2022		5<-24
6	1466		6<-38<-8<-1<-24
7	1456		7<-27<-39<-9<-29<-24
8	1166		8<-1<-24
9	1181		9<-29<-24
10	1494		10<-22<-29<-24
11	2163		11<-15<-29<-24
12	1742		12<-26<-9<-29<-24
13	2115		13<-2<-7<-27<-39<-9<-29<-24
14	1372		14<-29<-24
15	1652		15<-29<-24
16	1986		16<-6<-38<-8<-1<-24
17	1132		17<-29<-24
18	1899		18<-9<-29<-24
19	2937		19<-13<-2<-7<-27<-39<-9<-29<-24
20	2133		20<-25<-0<-22<-29<-24
21	1896		21<-14<-29<-24
22	979		22<-29<-24
23	1486		23<-26<-9<-29<-24
24	0		24
25	1700		25<-0<-22<-29<-24
26	1416		26<-9<-29<-24
27	1364		27<-39<-9<-29<-24
28	1840		28<-29<-24
29	952		29<-24
30	1525		30<-14<-29<-24
31	2073		31<-33<-7<-27<-39<-9<-29<-24
32	1417		32<-29<-24
33	1791		33<-7<-27<-39<-9<-29<-24
34	2407		34<-32<-29<-24
35	1622		35<-1<-24
36	2235		36<-31<-33<-7<-27<-39<-9<-29<-24
37	1727		37<-4<-17<-29<-24
38	1222		38<-8<-1<-24
39	1224		39<-9<-29<-24
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 4
Cel	Dystans	Sciezka	
0	1269		0<-39<-4
1	1032		1<-4
2	1026		2<-38<-39<-4
3	1577		3<-31<-26<-20<-15<-5<-35<-4
4	0		4
5	823		5<-35<-4
6	2150		6<-38<-39<-4
7	1435		7<-20<-15<-5<-35<-4
8	1740		8<-15<-5<-35<-4
9	1145		9<-5<-35<-4
10	1250		10<-35<-4
11	1480		11<-9<-5<-35<-4
12	1069		12<-28<-35<-4
13	1259		13<-29<-5<-35<-4
14	2013		14<-3<-31<-26<-20<-15<-5<-35<-4
15	946		15<-5<-35<-4
16	1165		16<-28<-35<-4
17	1253		17<-9<-5<-35<-4
18	1609		18<-11<-9<-5<-35<-4
19	1690		19<-17<-9<-5<-35<-4
20	1100		20<-15<-5<-35<-4
21	1326		21<-13<-29<-5<-35<-4
22	1591		22<-2<-38<-39<-4
23	1220		23<-15<-5<-35<-4
24	1306		24<-4
25	1389		25<-39<-4
26	1477		26<-20<-15<-5<-35<-4
27	1580		27<-12<-28<-35<-4
28	850		28<-35<-4
29	1089		29<-5<-35<-4
30	1846		30<-15<-5<-35<-4
31	1523		31<-26<-20<-15<-5<-35<-4
32	1338		32<-13<-29<-5<-35<-4
33	1817		33<-16<-28<-35<-4
34	1728		34<-24<-4
35	699		35<-4
36	1585		36<-7<-20<-15<-5<-35<-4
37	1553		37<-21<-13<-29<-5<-35<-4
38	999		38<-39<-4
39	982		39<-4
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 15
Cel	Dystans	Sciezka	
0	1461		0<-19<-16<-14<-15
1	1257		1<-8<-32<-15
2	1974		2<-24<-11<-32<-15
3	2100		3<-30<-32<-15
4	1416		4<-29<-14<-15
5	1307		5<-1<-8<-32<-15
6	930		6<-14<-15
7	2138		7<-1<-8<-32<-15
8	816		8<-32<-15
9	1067		9<-29<-14<-15
10	1404		10<-16<-14<-15
11	926		11<-32<-15
12	1108		12<-6<-14<-15
13	1070		13<-6<-14<-15
14	505		14<-15
15	0		15
16	761		16<-14<-15
17	1233		17<-31<-29<-14<-15
18	2126		18<-16<-14<-15
19	778		19<-16<-14<-15
20	1693		20<-9<-29<-14<-15
21	1855		21<-23<-14<-15
22	1723		22<-32<-15
23	1749		23<-14<-15
24	1574		24<-11<-32<-15
25	1426		25<-13<-6<-14<-15
26	1002		26<-6<-14<-15
27	1891		27<-39<-30<-32<-15
28	857		28<-14<-15
29	568		29<-14<-15
30	1221		30<-32<-15
31	926		31<-29<-14<-15
32	625		32<-15
33	1218		33<-12<-6<-14<-15
34	966		34<-14<-15
35	1952		35<-4<-29<-14<-15
36	1133		36<-9<-29<-14<-15
37	1280		37<-14<-15
38	1225		38<-16<-14<-15
39	1261		39<-30<-32<-15
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 34
Cel	Dystans	Sciezka	
0	1200		0<-23<-5<-34
1	1281		1<-28<-39<-23<-5<-34
2	633		2<-39<-23<-5<-34
3	870		3<-31<-21<-19<-34
4	1043		4<-13<-2<-39<-23<-5<-34
5	438		5<-34
6	1015		6<-39<-23<-5<-34
7	1023		7<-21<-19<-34
8	1103		8<-5<-34
9	827		9<-32<-23<-5<-34
10	686		10<-23<-5<-34
11	867		11<-20<-23<-5<-34
12	1102		12<-20<-23<-5<-34
13	1006		13<-2<-39<-23<-5<-34
14	2125		14<-23<-5<-34
15	1079		15<-32<-23<-5<-34
16	858		16<-19<-34
17	883		17<-5<-34
18	922		18<-3<-31<-21<-19<-34
19	622		19<-34
20	558		20<-23<-5<-34
21	703		21<-19<-34
22	816		22<-21<-19<-34
23	474		23<-5<-34
24	1383		24<-39<-23<-5<-34
25	1346		25<-12<-20<-23<-5<-34
26	1106		26<-38<-9<-32<-23<-5<-34
27	889		27<-10<-23<-5<-34
28	1003		28<-39<-23<-5<-34
29	1316		29<-20<-23<-5<-34
30	914		30<-16<-19<-34
31	821		31<-21<-19<-34
32	795		32<-23<-5<-34
33	1512		33<-32<-23<-5<-34
34	0		34
35	1171		35<-19<-34
36	1435		36<-6<-39<-23<-5<-34
37	1365		37<-7<-21<-19<-34
38	1078		38<-9<-32<-23<-5<-34
39	559		39<-23<-5<-34
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 31
Cel	Dystans	Sciezka	
0	1313		0<-36<-2<-17<-31
1	1259		1<-31
2	274		2<-17<-31
3	1489		3<-29<-35<-15<-31
4	995		4<-5<-31
5	656		5<-31
6	1577		6<-20<-9<-36<-2<-17<-31
7	763		7<-2<-17<-31
8	1820		8<-11<-26<-14<-31
9	784		9<-36<-2<-17<-31
10	1450		10<-11<-26<-14<-31
11	1336		11<-26<-14<-31
12	1436		12<-31
13	1543		13<-36<-2<-17<-31
14	809		14<-31
15	419		15<-31
16	1166		16<-37<-17<-31
17	238		17<-31
18	1374		18<-5<-31
19	1453		19<-2<-17<-31
20	950		20<-9<-36<-2<-17<-31
21	1252		21<-5<-31
22	2099		22<-3<-29<-35<-15<-31
23	653		23<-36<-2<-17<-31
24	1135		24<-9<-36<-2<-17<-31
25	1398		25<-27<-9<-36<-2<-17<-31
26	1085		26<-14<-31
27	810		27<-9<-36<-2<-17<-31
28	1096		28<-31
29	811		29<-35<-15<-31
30	1747		30<-34<-33<-31
31	0		31
32	1664		32<-19<-2<-17<-31
33	1020		33<-31
34	1125		34<-33<-31
35	629		35<-15<-31
36	410		36<-2<-17<-31
37	728		37<-17<-31
38	754		38<-31
39	1513		39<-26<-14<-31
Ilosc krawedzi 780 Ilosc wierzcholkow 40 Wierzcholek startowy 38
